Frame,only_minor_groove,only_major_groove,only_dna_backbone,only_dna,only_gap,only_histone_tail,only_histone_core,only_acidic_patch,only_acidic_residues,only_histone,interface,binding_ions,unbinding_ions
3500,6,19,22,47,12,0,5,2,3,5,8,60,128
3525,7,21,18,46,14,0,5,2,3,5,9,60,128
3550,7,19,22,48,12,0,5,2,3,5,6,59,129
3575,7,18,20,45,12,0,5,3,4,5,9,59,129
3600,8,18,21,47,11,0,6,3,5,6,8,61,127
3625,9,19,23,51,12,0,5,3,4,5,7,63,125
3650,7,20,20,47,12,0,7,3,5,7,6,60,128
3675,7,20,15,42,10,0,6,3,4,6,7,55,133
3700,9,18,17,44,10,0,6,3,4,6,9,59,129
3725,7,17,22,46,12,0,6,3,5,6,8,60,128
3750,6,18,26,50,11,0,7,3,5,7,6,63,125
3775,6,19,21,46,12,0,7,3,5,7,5,58,130
3800,7,19,20,46,11,1,6,2,4,7,6,59,129
3825,5,22,19,46,11,0,7,2,5,7,7,60,128
3850,10,23,15,48,10,1,8,3,6,8,5,61,127
3875,9,25,16,50,9,0,7,3,5,7,4,61,127
3900,10,26,14,50,9,0,8,3,6,8,3,61,127
3925,10,25,16,51,7,0,7,2,5,7,3,61,127
3950,9,22,15,46,9,0,7,2,5,7,9,62,126
3975,9,22,18,49,9,1,5,2,4,6,8,63,125
4000,9,21,18,47,8,1,6,2,5,7,9,63,125
4025,10,22,19,51,9,1,6,2,5,7,4,62,126
4050,10,23,14,47,8,1,5,1,5,6,7,60,128
4075,11,21,22,54,8,0,4,1,4,4,6,64,124
4100,9,26,19,54,10,0,5,1,4,5,6,65,123
4125,10,22,23,55,10,0,4,1,3,4,5,64,124
4150,10,24,20,54,9,0,4,1,3,4,8,66,122
4175,8,23,22,53,8,0,4,1,3,4,9,66,122
4200,10,23,17,50,7,0,4,1,3,4,9,63,125
4225,10,22,20,52,6,0,4,1,3,4,8,64,124
4250,9,24,17,50,7,1,4,1,3,5,10,65,123
4275,9,25,20,54,9,0,4,1,3,4,9,67,121
4300,10,22,21,53,11,0,6,1,4,6,7,66,122
4325,9,22,19,50,11,0,5,1,5,5,9,64,124
4350,10,24,17,51,7,0,5,1,4,5,9,65,123
4375,10,24,19,53,8,0,5,1,4,5,10,68,120
4400,10,24,15,49,8,0,5,1,4,5,9,63,125
4425,9,26,20,55,8,0,5,1,4,5,8,68,120
4450,9,25,17,52,9,1,5,1,5,6,7,65,123
4475,11,25,19,55,10,1,5,1,5,6,8,69,119
4500,11,24,22,57,10,1,5,1,5,6,10,73,115
4525,9,24,26,58,9,0,6,1,4,6,8,72,116
4550,10,22,19,51,9,1,6,1,5,7,12,70,118
4575,10,23,18,51,8,1,7,1,5,7,10,68,120
4600,10,23,22,55,12,0,6,1,4,6,11,72,116
4625,11,20,18,49,11,0,6,1,5,6,13,68,120
4650,11,21,16,48,12,0,7,2,6,7,14,69,119
4675,12,22,19,53,10,0,5,1,4,5,12,70,118
4700,9,21,18,48,11,0,6,2,5,6,15,69,119
4725,11,22,14,47,11,3,6,2,7,9,12,68,120
4750,11,23,18,52,10,1,6,2,5,7,9,68,120
4775,11,20,20,51,11,2,7,2,7,9,10,70,118
4800,11,21,18,50,11,1,6,2,6,7,9,66,122
4825,12,21,15,48,10,2,7,2,8,9,9,66,122
4850,11,22,19,52,11,1,6,2,5,6,7,65,123
4875,10,25,20,55,13,0,5,2,4,5,8,68,120
4900,10,25,17,52,12,1,6,2,6,6,8,66,122
4925,11,24,18,53,12,1,6,2,6,6,8,67,121
4950,13,25,17,55,11,0,6,2,6,6,8,69,119
4975,12,24,16,52,12,0,6,2,5,6,8,66,122
5000,10,23,19,52,12,0,6,2,6,6,10,68,120
5025,11,24,21,56,14,0,6,2,5,6,8,70,118
5050,10,21,21,52,11,2,7,2,6,9,8,69,119
5075,10,22,21,53,12,0,7,2,7,7,9,69,119
5100,11,22,21,54,9,0,7,2,6,7,9,70,118
5125,12,22,21,55,10,0,8,2,6,8,8,71,117
5150,13,20,16,49,10,0,7,1,6,7,12,68,120
5175,13,19,16,48,10,0,9,1,7,9,10,67,121
5200,14,20,18,51,10,0,8,1,7,8,9,68,120
5225,13,19,20,52,7,0,7,1,6,7,10,69,119
5250,13,18,18,49,8,2,7,1,6,9,10,68,120
5275,13,16,18,47,10,1,8,1,7,9,12,68,120
5300,10,18,18,46,11,0,9,2,8,9,12,67,121
5325,12,19,15,46,9,0,9,2,8,9,9,64,124
5350,12,19,17,48,9,0,8,1,7,8,12,68,120
5375,13,21,16,50,8,0,8,1,8,8,11,69,119
5400,12,20,19,51,9,0,7,2,7,7,11,69,119
5425,11,20,15,46,8,0,6,1,5,6,10,62,126
5450,11,19,17,47,8,0,7,2,7,7,13,67,121
5475,10,20,11,41,8,0,6,1,5,6,17,64,124
5500,10,19,17,46,9,0,7,2,6,7,14,67,121
5525,9,20,19,48,8,1,8,1,7,9,9,66,122
5550,10,20,15,45,8,2,7,1,7,9,13,67,121
5575,12,21,15,48,8,1,9,1,9,10,9,67,121
5600,12,20,17,49,7,0,7,1,6,7,12,68,120
5625,11,19,16,46,7,0,9,1,7,9,10,65,123
5650,8,20,19,47,7,0,8,1,7,8,11,66,122
5675,12,20,16,48,7,0,9,2,7,9,12,69,119
5700,13,19,14,46,9,0,7,2,6,7,13,66,122
5725,11,20,17,48,9,0,8,2,7,8,13,69,119
5750,12,20,16,48,10,0,7,1,6,7,12,67,121
5775,11,23,12,46,8,0,8,2,7,8,12,66,122
5800,10,22,17,49,5,1,9,2,7,10,8,67,121
5825,8,22,18,48,6,2,8,2,9,10,10,68,120
5850,10,21,18,49,6,5,7,2,8,12,9,70,118
5875,11,21,21,53,4,0,8,2,7,8,9,70,118
5900,9,22,18,49,5,1,7,2,6,8,14,71,117
5925,12,22,20,54,7,1,9,2,7,10,7,71,117
5950,11,24,19,54,6,2,8,2,7,10,9,73,115
5975,11,23,18,52,6,0,8,2,7,8,10,70,118
6000,11,24,17,51,6,0,8,2,6,8,13,72,116
6025,12,26,17,55,8,0,8,2,7,8,7,70,118
6050,13,23,14,50,6,0,7,2,6,7,11,68,120
6075,13,22,13,48,8,0,7,2,6,7,12,67,121
6100,11,23,17,51,9,1,6,2,6,7,11,69,119
6125,8,20,20,48,10,1,7,2,7,8,11,67,121
6150,10,25,18,53,8,1,10,3,9,11,9,73,115
6175,8,22,16,47,8,1,7,3,7,8,14,69,119
6200,10,24,16,50,9,0,8,4,7,8,12,70,118
6225,10,22,19,51,7,0,9,4,8,9,12,72,116
6250,10,22,20,52,8,0,9,3,7,9,12,73,115
6275,11,22,17,50,11,0,8,3,8,8,11,69,119
6300,10,22,19,52,7,0,10,3,9,10,10,72,116
6325,11,26,14,51,7,0,10,3,8,10,10,71,117
6350,11,24,15,50,6,1,9,2,8,10,10,70,118
6375,9,26,17,52,8,2,9,3,10,11,10,73,115
6400,9,25,16,50,9,4,9,3,11,13,11,74,114
6425,8,25,18,51,8,1,10,4,9,11,11,73,115
6450,7,26,18,51,8,1,10,4,10,11,9,71,117
6475,9,26,16,51,7,1,10,4,10,11,10,72,116
6500,11,26,15,52,7,1,11,5,10,12,11,75,113
6525,12,27,13,52,6,1,11,4,11,12,9,73,115
6550,13,25,14,52,5,1,11,5,11,12,10,74,114
6575,13,26,15,54,6,1,10,4,10,11,8,73,115
6600,14,24,17,55,6,2,10,4,10,12,9,76,112
6625,14,23,14,51,8,2,9,4,8,11,13,75,113
6650,14,25,14,53,6,3,10,4,10,13,9,75,113
6675,14,24,17,55,6,4,9,4,10,13,9,77,111
6700,13,24,16,53,4,2,10,4,10,12,9,74,114
6725,12,24,15,51,7,1,9,3,8,10,10,71,117
6750,9,24,21,54,7,1,9,4,9,10,10,74,114
6775,10,25,19,54,6,1,9,4,8,10,10,74,114
6800,12,24,19,55,6,1,9,4,9,10,10,75,113
6825,10,23,20,53,8,1,8,4,8,9,12,74,114
6850,10,22,17,49,7,1,8,4,9,9,14,72,116
6875,10,22,16,48,8,2,10,4,12,12,10,70,118
6900,13,22,15,50,11,2,10,4,12,12,8,70,118
6925,12,21,20,53,11,1,10,4,11,11,8,72,116
6950,11,22,16,49,12,1,10,4,11,11,9,69,119
6975,10,20,22,53,10,2,8,4,8,10,11,74,114
7000,9,20,23,52,9,1,9,4,8,10,10,72,116
7025,11,19,23,53,11,1,9,4,8,10,11,74,114
7050,11,20,20,52,10,0,8,4,8,8,14,74,114
7075,9,21,22,52,9,0,8,4,7,8,15,75,113
7100,8,19,25,52,10,0,7,3,6,7,14,73,115
7125,8,21,23,52,10,0,8,4,7,8,14,74,114
7150,8,21,21,50,10,1,10,5,10,11,15,76,112
7175,8,23,22,53,10,1,8,4,7,9,11,73,115
7200,7,20,24,51,12,0,10,4,10,10,13,74,114
7225,8,19,23,50,13,1,11,4,11,11,14,75,113
7250,8,18,25,51,11,1,9,3,8,10,12,73,115
7275,10,22,18,50,12,0,10,4,9,10,11,71,117
7300,9,19,19,47,11,1,11,4,10,12,14,73,115
7325,9,21,20,50,9,2,9,4,8,11,12,73,115
7350,8,19,23,50,9,0,10,5,10,10,14,74,114
7375,8,19,17,44,8,0,10,5,10,10,15,69,119
7400,9,19,18,46,10,0,11,4,10,11,15,72,116
7425,9,21,22,52,10,0,10,4,10,10,11,73,115
7450,9,21,20,50,10,0,10,3,9,10,16,76,112
7475,8,20,22,50,12,0,10,4,10,10,14,74,114
7500,8,21,19,48,11,1,11,4,10,11,15,74,114
7525,8,20,22,50,12,0,11,4,11,11,13,74,114
7550,7,20,22,49,12,0,11,4,10,11,13,73,115
7575,9,24,15,48,11,0,12,3,11,12,13,73,115
7600,8,21,21,50,12,0,11,4,10,11,14,75,113
7625,6,22,20,48,13,0,12,5,12,12,13,73,115
7650,7,22,22,51,16,0,13,5,11,13,12,76,112
7675,6,21,20,47,16,1,12,4,11,13,15,75,113
7700,7,22,21,50,17,0,14,5,10,14,12,76,112
7725,6,23,22,51,15,0,12,5,11,12,14,77,111
7750,9,22,23,54,13,0,12,6,11,12,15,81,107
7775,9,23,21,52,13,0,13,5,10,13,15,80,108
7800,7,23,23,52,16,0,15,5,12,15,10,77,111
7825,7,22,20,49,14,0,14,5,10,14,11,74,114
7850,9,21,23,53,13,1,10,5,10,11,13,77,111
7875,9,23,22,54,12,0,12,5,9,12,10,76,112
7900,9,23,22,54,13,1,12,4,11,13,11,78,110
7925,9,22,20,51,15,0,12,5,9,12,12,75,113
7950,9,21,23,53,13,0,12,6,11,12,13,78,110
7975,9,19,17,45,12,1,10,6,10,11,17,73,115
8000,8,21,18,47,14,1,11,6,9,12,17,76,112
8025,8,22,14,44,14,0,12,6,12,12,14,70,118
8050,8,23,18,49,12,0,11,5,10,11,16,76,112
8075,8,22,16,46,13,1,12,6,11,13,13,72,116
8100,6,21,20,47,13,1,13,5,12,14,12,73,115
8125,6,21,21,48,14,1,12,5,11,13,12,73,115
8150,8,22,18,48,15,2,11,5,13,13,12,73,115
8175,8,22,15,45,17,2,12,6,12,14,13,72,116
8200,8,23,16,47,14,1,12,6,11,13,12,72,116
8225,8,21,19,48,14,1,12,5,11,13,13,74,114
8250,8,21,19,48,13,1,13,5,11,14,11,73,115
8275,8,20,20,48,13,2,14,5,12,16,13,77,111
8300,9,20,18,47,13,2,12,5,11,14,15,76,112
8325,9,21,18,48,11,1,13,5,11,14,14,76,112
8350,9,19,19,47,12,2,13,5,13,15,14,76,112
8375,11,20,14,45,13,1,14,5,12,15,13,73,115
8400,11,19,15,46,12,0,13,5,11,13,15,74,114
8425,10,20,16,46,11,2,12,5,12,14,14,74,114
8450,11,20,14,45,11,0,12,5,10,12,15,72,116
8475,10,21,14,45,12,0,12,4,10,12,14,71,117
8500,8,20,14,42,12,1,14,4,11,15,16,73,115
8525,7,20,17,44,16,1,15,5,12,15,14,73,115
8550,7,20,19,46,12,1,12,6,9,13,14,73,115
8575,8,19,17,44,11,2,15,5,11,17,12,73,115
8600,7,21,16,44,12,0,13,5,10,13,12,69,119
8625,6,19,16,41,14,2,14,6,13,14,15,70,118
8650,5,21,14,40,13,1,14,6,12,14,13,67,121
8675,6,18,14,38,11,0,14,6,13,14,15,67,121
8700,4,21,18,43,10,1,12,5,10,12,14,69,119
8725,3,21,16,40,10,4,14,4,13,17,12,69,119
8750,6,21,14,41,9,0,14,5,11,14,14,69,119
8775,6,20,15,42,9,0,14,5,10,14,13,69,119
8800,8,23,14,45,9,0,14,5,11,14,12,71,117
8825,9,23,11,43,8,1,14,5,11,15,14,72,116
8850,10,22,11,43,9,0,13,5,10,13,14,70,118
8875,10,22,11,43,10,0,14,5,11,14,14,71,117
8900,7,19,21,47,14,1,13,4,10,14,13,74,114
8925,7,21,18,46,14,0,12,5,10,12,14,72,116
8950,5,22,20,47,12,0,12,5,10,12,14,73,115
8975,9,18,14,41,11,1,13,5,12,14,17,72,116
9000,10,18,19,47,12,1,12,5,10,13,14,74,114
9025,8,19,17,44,12,1,13,5,11,14,15,73,115
9050,9,18,18,44,12,2,13,5,10,15,16,75,113
9075,12,19,17,48,13,1,13,5,10,14,14,76,112
9100,10,20,16,46,15,0,13,5,11,13,14,73,115
9125,8,18,18,44,14,1,13,5,10,14,13,71,117
9150,9,20,18,47,14,1,12,5,10,13,14,74,114
9175,9,17,20,46,13,0,12,6,11,12,16,74,114
9200,6,18,20,44,12,0,12,5,11,12,17,73,115
9225,6,19,21,46,13,0,13,5,11,13,15,74,114
9250,6,19,15,40,11,1,13,5,12,14,17,71,117
9275,7,18,19,44,13,1,14,5,11,15,14,73,115
9300,8,18,20,45,11,1,12,6,11,13,17,75,113
9325,9,21,17,46,12,1,13,5,12,14,15,75,113
9350,10,20,17,46,12,0,13,5,11,13,14,73,115
9375,9,21,17,46,12,0,12,5,11,12,16,74,114
9400,9,19,14,41,11,0,12,4,11,12,19,72,116
9425,8,21,14,42,12,0,12,4,10,12,20,74,114
9450,10,19,18,46,10,0,12,6,11,12,18,76,112
9475,8,24,16,47,11,0,13,6,13,13,16,76,112
9500,11,20,18,48,11,0,13,6,12,13,15,76,112
9525,12,22,16,49,12,0,12,5,10,12,15,76,112
9550,12,25,11,47,13,0,12,5,10,12,14,73,115
9575,12,24,12,47,14,1,12,5,11,13,14,74,114
9600,11,21,16,48,13,0,12,4,11,12,17,77,111
9625,13,20,14,47,13,0,14,4,12,14,16,77,111
9650,12,20,16,49,13,3,13,4,13,16,13,78,110
9675,11,23,15,50,11,0,12,5,11,12,14,76,112
9700,11,24,17,52,12,1,13,4,12,14,11,77,111
9725,11,23,17,51,12,0,13,4,11,13,15,79,109
9750,12,23,15,49,13,0,12,4,12,12,13,74,114
9775,12,22,17,51,12,0,13,4,12,13,13,77,111
9800,13,20,14,47,13,1,12,4,13,13,14,74,114
9825,10,20,19,49,13,1,13,4,12,14,13,76,112
9850,10,21,16,47,14,1,12,4,12,13,14,74,114
9875,10,19,19,48,13,1,14,4,13,15,11,74,114
9900,7,22,19,47,15,1,14,4,11,15,13,75,113
9925,8,26,17,51,12,0,13,4,12,13,11,75,113
9950,8,26,17,51,10,0,12,4,12,12,11,74,114
9975,10,24,13,47,11,0,16,4,14,16,11,74,114
10000,10,24,18,52,10,0,13,4,12,13,13,78,110
10025,10,24,16,50,12,0,14,4,12,14,14,78,110
10050,8,23,15,46,11,2,11,4,10,13,14,73,115
10075,8,22,20,50,11,0,12,5,10,12,14,76,112
10100,8,22,21,52,10,0,13,5,11,13,10,75,113
10125,9,21,19,50,11,1,14,4,13,15,11,76,112
10150,9,20,18,48,13,0,15,4,12,15,12,75,113
10175,10,22,18,50,11,1,14,4,12,15,11,76,112
10200,10,21,16,46,12,1,14,5,13,15,14,75,113
10225,11,22,15,48,10,0,15,4,13,15,14,77,111
10250,12,21,16,49,10,1,14,6,13,15,13,77,111
10275,13,21,16,49,11,1,14,6,14,15,13,77,111
10300,12,21,16,48,10,1,15,5,14,16,14,78,110
10325,11,21,16,47,11,1,15,5,14,16,15,78,110
10350,12,21,16,48,10,1,14,5,13,15,16,79,109
10375,11,21,18,49,10,1,15,6,14,16,14,79,109
10400,11,23,19,52,11,0,16,5,14,16,12,80,108
10425,11,24,17,51,11,0,15,5,13,15,10,76,112
10450,10,23,20,53,13,0,15,5,13,15,10,78,110
10475,8,23,20,51,11,0,15,4,13,15,11,77,111
10500,10,22,18,50,11,0,15,4,13,15,12,77,111
10525,11,23,19,53,12,0,15,5,14,15,10,78,110
10550,11,22,18,52,10,1,15,4,13,16,12,80,108
10575,11,26,19,56,10,0,15,4,14,15,10,81,107
10600,12,27,14,52,8,1,13,4,12,14,14,80,108
10625,14,25,13,51,8,1,13,4,13,14,13,78,110
10650,13,25,13,50,10,0,13,4,11,13,13,76,112
10675,13,25,15,52,8,0,14,4,13,14,12,78,110
10700,12,24,15,50,9,1,13,5,14,14,14,78,110
10725,12,25,15,51,9,0,13,4,12,13,15,79,109
10750,13,26,13,51,9,1,16,4,15,17,11,79,109
10775,12,25,13,49,8,1,15,4,15,16,12,77,111
10800,10,22,20,51,10,0,17,5,15,17,9,77,111
10825,10,24,16,49,11,1,17,5,16,18,8,75,113
10850,10,23,21,53,12,1,15,5,14,16,9,78,110
10875,10,24,16,49,11,4,17,4,17,20,7,76,112
10900,12,22,14,48,10,3,15,5,16,18,11,77,111
10925,12,21,15,47,10,2,15,5,15,17,11,75,113
10950,12,21,14,46,8,2,15,4,15,17,11,74,114
10975,11,23,12,45,8,2,15,5,15,17,14,76,112
11000,11,23,13,46,11,0,15,5,13,15,12,73,115
11025,9,25,14,47,9,0,16,5,14,16,10,73,115
11050,9,23,13,44,8,1,15,5,13,16,14,74,114
11075,9,25,14,47,11,0,16,5,13,16,12,75,113
11100,10,25,14,48,10,1,16,5,14,16,11,75,113
11125,10,24,17,51,9,1,16,5,14,16,11,78,110
11150,9,24,16,48,9,2,15,4,13,16,12,76,112
11175,10,24,17,50,9,0,16,4,14,16,11,77,111
11200,11,23,16,49,11,1,15,4,13,16,11,76,112
11225,9,24,17,50,9,2,14,4,13,16,11,77,111
11250,9,23,18,49,11,1,14,4,13,15,12,76,112
11275,8,25,17,49,11,1,15,5,13,16,12,77,111
11300,7,25,18,49,9,2,14,5,13,16,12,77,111
11325,8,25,17,49,12,2,14,4,15,16,12,77,111
11350,9,24,16,48,11,2,15,5,14,17,10,75,113
11375,10,24,14,47,12,2,14,4,14,16,14,77,111
11400,9,22,15,45,11,1,15,4,13,16,15,76,112
11425,8,24,19,50,10,1,14,4,13,15,12,77,111
11450,9,23,17,49,11,1,15,4,13,16,13,78,110
11475,8,24,18,49,11,1,16,5,14,17,11,77,111
11500,8,23,13,43,8,1,19,6,17,20,14,77,111
11525,7,25,14,46,8,0,21,5,18,21,12,79,109
11550,8,25,20,52,9,1,19,5,16,19,10,81,107
11575,9,26,15,50,10,1,19,5,18,20,8,78,110
11600,10,25,16,50,6,0,18,4,15,18,12,80,108
11625,12,26,14,51,8,1,16,4,13,17,12,80,108
11650,7,24,19,49,7,2,16,4,15,18,12,79,109
11675,9,25,19,52,8,2,16,6,17,18,14,84,104
11700,11,25,16,51,8,2,16,5,15,17,14,82,106
11725,11,24,15,49,8,2,16,5,15,18,14,81,107
11750,12,27,17,55,5,2,17,6,16,18,9,82,106
11775,11,25,19,54,7,1,16,5,16,17,13,84,104
11800,10,24,20,53,8,0,17,5,15,17,12,82,106
11825,10,27,18,54,9,0,17,5,15,17,13,84,104
11850,11,28,19,57,8,0,18,4,15,18,8,83,105
11875,11,27,17,55,10,1,16,5,13,17,13,85,103
11900,9,28,19,55,10,0,17,4,14,17,11,83,105
11925,9,26,22,56,9,0,16,4,13,16,12,84,104
11950,8,26,26,59,9,0,16,4,14,16,11,86,102
11975,8,25,22,54,11,1,16,4,14,17,14,85,103
12000,8,24,22,53,9,1,18,4,17,19,13,85,103
12025,7,25,23,54,11,1,19,4,18,20,12,86,102
12050,9,23,23,54,12,2,16,4,16,18,14,86,102
12075,9,24,24,56,8,1,18,5,16,19,10,85,103
12100,9,27,21,56,6,1,17,6,18,18,11,85,103
12125,10,26,19,54,10,1,16,6,16,17,14,85,103
12150,11,25,18,53,13,1,16,4,14,17,15,85,103
12175,12,23,20,54,11,1,17,4,16,18,14,86,102
12200,13,23,21,56,11,1,18,5,17,19,9,84,104
12225,14,25,21,59,12,2,18,5,19,20,11,90,98
12250,14,23,20,56,10,1,17,5,17,18,13,87,101
12275,13,23,18,54,9,0,17,4,15,17,16,87,101
12300,13,24,18,55,10,1,17,5,15,18,17,90,98
12325,13,24,19,55,9,1,19,4,17,20,14,89,99
12350,13,24,22,59,10,0,19,4,16,19,13,91,97
12375,12,25,21,58,10,1,19,5,16,20,10,88,100
12400,11,26,19,56,10,2,17,5,14,19,12,87,101
12425,12,26,13,52,9,3,18,5,16,21,11,84,104
12450,12,24,19,55,11,2,15,5,14,17,17,89,99
12475,12,25,18,55,11,0,16,4,13,16,15,86,102
