Frame,only_minor_groove,only_major_groove,only_dna_backbone,only_dna,only_gap,only_histone_tail,only_histone_core,only_acidic_patch,only_acidic_residues,only_histone,interface,binding_ions,unbinding_ions
10175,4,11,26,41,18,2,16,4,14,18,16,75,113
10200,5,11,23,39,16,3,17,4,15,20,15,74,114
10225,4,11,22,37,15,3,16,4,14,19,17,73,115
10250,4,10,21,35,15,3,18,4,15,21,16,72,116
10275,5,9,21,36,16,1,16,4,13,17,19,72,116
10300,5,13,19,36,18,1,15,4,13,16,21,73,115
10325,4,14,22,41,14,2,14,4,13,16,19,76,112
10350,6,15,20,41,15,1,16,4,13,17,17,75,113
10375,5,13,23,41,14,4,17,4,16,20,14,75,113
10400,5,12,21,38,16,3,17,4,16,20,14,72,116
10425,6,10,25,41,17,1,17,4,14,18,15,74,114
10450,8,15,21,44,16,1,15,4,14,16,14,74,114
10475,8,13,20,40,18,1,15,4,13,16,18,74,114
10500,7,15,23,45,13,3,15,4,14,18,13,76,112
10525,6,11,23,40,16,2,16,4,14,18,16,74,114
10550,7,12,26,45,16,2,14,4,12,16,17,78,110
10575,5,10,25,40,15,3,14,4,14,17,15,72,116
10600,7,10,25,41,15,1,15,4,13,16,15,72,116
10625,5,11,28,44,16,1,13,4,12,14,19,77,111
10650,3,10,29,42,17,1,12,4,11,13,22,77,111
10675,3,11,31,45,16,3,13,4,12,16,18,79,109
10700,3,11,26,40,16,3,14,4,13,17,15,72,116
10725,4,10,30,43,15,1,12,4,11,13,19,75,113
10750,7,11,28,45,14,1,12,4,11,13,18,76,112
10775,7,12,22,40,16,0,14,4,12,14,21,75,113
10800,6,12,25,43,14,2,12,4,11,14,19,76,112
10825,6,13,22,41,13,1,12,4,11,13,20,74,114
10850,5,12,21,38,16,1,12,4,11,13,20,71,117
10875,8,11,23,41,13,1,13,4,12,14,17,72,116
10900,6,13,25,44,15,1,13,4,11,13,18,75,113
10925,8,13,25,45,15,2,11,3,12,13,18,76,112
10950,6,12,26,44,13,1,11,4,11,12,19,75,113
10975,8,14,22,44,12,3,12,4,12,15,17,76,112
11000,10,9,24,42,15,0,14,4,12,14,18,74,114
11025,8,12,21,41,11,0,13,3,11,13,22,76,112
11050,8,7,25,40,14,1,13,4,11,14,21,75,113
11075,10,9,26,44,14,1,14,4,12,15,18,77,111
11100,9,9,27,45,16,0,14,3,12,14,20,79,109
11125,7,12,27,46,17,0,15,3,13,15,18,79,109
11150,7,10,25,42,21,2,16,3,13,17,18,77,111
11175,8,11,21,40,15,3,16,3,16,19,17,76,112
11200,8,10,26,43,18,1,16,4,15,17,18,78,110
11225,8,11,27,45,17,1,14,3,14,15,18,78,110
11250,7,10,28,44,17,3,16,3,16,19,14,77,111
11275,7,13,23,43,16,2,15,3,15,17,18,78,110
11300,8,11,26,44,20,4,17,3,17,21,14,79,109
11325,7,13,24,44,17,4,14,3,14,18,17,79,109
11350,5,15,22,42,13,3,16,4,15,18,16,76,112
11375,8,13,21,41,18,3,15,3,15,18,15,74,114
11400,7,13,21,41,17,3,17,3,15,19,16,76,112
11425,9,14,20,43,18,3,16,3,15,19,16,78,110
11450,9,14,20,43,14,3,17,3,16,20,16,79,109
11475,7,13,24,44,17,3,15,3,15,18,17,79,109
11500,9,16,18,43,15,3,16,3,16,19,17,79,109
11525,8,15,16,39,15,3,15,4,15,18,20,77,111
11550,7,14,20,41,16,4,16,3,16,20,18,79,109
11575,7,13,20,40,17,3,17,4,15,20,16,76,112
11600,7,14,24,45,17,3,14,5,14,17,18,80,108
11625,7,14,19,39,14,4,14,4,14,18,18,75,113
11650,9,16,18,43,13,4,15,4,14,19,16,78,110
11675,7,16,21,44,14,5,14,4,14,19,17,80,108
11700,6,15,22,43,15,3,13,4,14,16,19,78,110
11725,7,15,21,43,16,5,14,4,16,19,16,78,110
11750,6,14,23,43,11,6,15,4,16,20,17,80,108
11775,5,15,22,42,16,4,13,4,14,17,18,77,111
11800,5,14,23,42,16,2,14,5,15,16,19,77,111
11825,7,14,21,42,14,3,12,5,14,15,24,81,107
11850,7,15,18,40,16,5,14,4,16,19,17,76,112
11875,7,16,21,44,14,4,17,4,18,20,16,80,108
11900,7,16,21,44,14,5,15,4,17,20,14,78,110
11925,7,19,16,42,16,4,15,4,16,19,17,78,110
11950,8,16,18,43,14,5,18,4,18,23,11,77,111
11975,9,16,19,44,15,4,16,5,17,20,13,77,111
12000,8,15,20,43,16,4,15,4,16,19,15,77,111
12025,10,13,22,45,13,3,15,4,16,18,15,78,110
12050,10,14,20,44,15,5,16,4,17,20,13,77,111
12075,8,14,20,42,16,5,19,5,18,23,12,77,111
12100,8,16,21,45,16,4,16,5,17,20,13,78,110
12125,9,14,17,40,14,4,16,5,17,20,15,75,113
12150,7,13,19,39,15,4,16,5,17,20,13,72,116
12175,7,17,21,45,15,6,16,5,18,22,11,78,110
12200,8,17,19,44,15,7,16,5,19,23,9,76,112
12225,8,16,19,43,14,3,16,5,16,19,14,76,112
12250,7,14,18,39,14,6,14,5,15,20,16,75,113
12275,6,16,18,40,12,5,15,5,16,19,15,74,114
12300,7,18,18,43,13,5,15,5,16,20,14,77,111
12325,7,17,20,44,14,4,17,5,18,21,12,77,111
12350,7,15,22,44,15,5,15,5,16,20,16,80,108
12375,6,12,21,40,16,5,17,5,18,22,17,79,109
12400,5,15,24,44,16,5,16,5,19,21,16,81,107
12425,5,14,22,41,15,4,15,5,15,19,18,78,110
12450,7,11,24,42,17,5,14,5,15,19,16,77,111
12475,6,13,25,44,16,5,14,5,12,18,18,80,108
