Frame,System,Number
50,MG_15mM_1264_wo_rw_run3,0
51,MG_15mM_1264_wo_rw_run3,0
52,MG_15mM_1264_wo_rw_run3,0
53,MG_15mM_1264_wo_rw_run3,1
54,MG_15mM_1264_wo_rw_run3,0
55,MG_15mM_1264_wo_rw_run3,0
56,MG_15mM_1264_wo_rw_run3,0
57,MG_15mM_1264_wo_rw_run3,0
58,MG_15mM_1264_wo_rw_run3,0
59,MG_15mM_1264_wo_rw_run3,0
60,MG_15mM_1264_wo_rw_run3,0
61,MG_15mM_1264_wo_rw_run3,0
62,MG_15mM_1264_wo_rw_run3,0
63,MG_15mM_1264_wo_rw_run3,0
64,MG_15mM_1264_wo_rw_run3,0
65,MG_15mM_1264_wo_rw_run3,0
66,MG_15mM_1264_wo_rw_run3,0
67,MG_15mM_1264_wo_rw_run3,0
68,MG_15mM_1264_wo_rw_run3,0
69,MG_15mM_1264_wo_rw_run3,2
70,MG_15mM_1264_wo_rw_run3,3
71,MG_15mM_1264_wo_rw_run3,7
72,MG_15mM_1264_wo_rw_run3,5
73,MG_15mM_1264_wo_rw_run3,1
74,MG_15mM_1264_wo_rw_run3,1
75,MG_15mM_1264_wo_rw_run3,3
76,MG_15mM_1264_wo_rw_run3,3
77,MG_15mM_1264_wo_rw_run3,9
78,MG_15mM_1264_wo_rw_run3,9
79,MG_15mM_1264_wo_rw_run3,7
80,MG_15mM_1264_wo_rw_run3,8
81,MG_15mM_1264_wo_rw_run3,8
82,MG_15mM_1264_wo_rw_run3,3
83,MG_15mM_1264_wo_rw_run3,5
84,MG_15mM_1264_wo_rw_run3,7
85,MG_15mM_1264_wo_rw_run3,7
86,MG_15mM_1264_wo_rw_run3,0
87,MG_15mM_1264_wo_rw_run3,3
88,MG_15mM_1264_wo_rw_run3,4
89,MG_15mM_1264_wo_rw_run3,1
90,MG_15mM_1264_wo_rw_run3,3
91,MG_15mM_1264_wo_rw_run3,5
92,MG_15mM_1264_wo_rw_run3,3
93,MG_15mM_1264_wo_rw_run3,7
94,MG_15mM_1264_wo_rw_run3,7
95,MG_15mM_1264_wo_rw_run3,7
96,MG_15mM_1264_wo_rw_run3,6
97,MG_15mM_1264_wo_rw_run3,7
98,MG_15mM_1264_wo_rw_run3,8
99,MG_15mM_1264_wo_rw_run3,8
100,MG_15mM_1264_wo_rw_run3,7
101,MG_15mM_1264_wo_rw_run3,8
102,MG_15mM_1264_wo_rw_run3,8
103,MG_15mM_1264_wo_rw_run3,6
104,MG_15mM_1264_wo_rw_run3,7
105,MG_15mM_1264_wo_rw_run3,7
106,MG_15mM_1264_wo_rw_run3,3
107,MG_15mM_1264_wo_rw_run3,4
108,MG_15mM_1264_wo_rw_run3,3
109,MG_15mM_1264_wo_rw_run3,6
110,MG_15mM_1264_wo_rw_run3,7
111,MG_15mM_1264_wo_rw_run3,7
112,MG_15mM_1264_wo_rw_run3,2
113,MG_15mM_1264_wo_rw_run3,7
114,MG_15mM_1264_wo_rw_run3,7
115,MG_15mM_1264_wo_rw_run3,10
116,MG_15mM_1264_wo_rw_run3,6
117,MG_15mM_1264_wo_rw_run3,8
118,MG_15mM_1264_wo_rw_run3,9
119,MG_15mM_1264_wo_rw_run3,12
120,MG_15mM_1264_wo_rw_run3,9
121,MG_15mM_1264_wo_rw_run3,11
122,MG_15mM_1264_wo_rw_run3,6
123,MG_15mM_1264_wo_rw_run3,7
124,MG_15mM_1264_wo_rw_run3,7
125,MG_15mM_1264_wo_rw_run3,1
126,MG_15mM_1264_wo_rw_run3,8
127,MG_15mM_1264_wo_rw_run3,5
128,MG_15mM_1264_wo_rw_run3,5
129,MG_15mM_1264_wo_rw_run3,9
130,MG_15mM_1264_wo_rw_run3,8
131,MG_15mM_1264_wo_rw_run3,8
132,MG_15mM_1264_wo_rw_run3,0
133,MG_15mM_1264_wo_rw_run3,0
134,MG_15mM_1264_wo_rw_run3,6
135,MG_15mM_1264_wo_rw_run3,7
136,MG_15mM_1264_wo_rw_run3,7
137,MG_15mM_1264_wo_rw_run3,0
138,MG_15mM_1264_wo_rw_run3,6
139,MG_15mM_1264_wo_rw_run3,4
140,MG_15mM_1264_wo_rw_run3,2
141,MG_15mM_1264_wo_rw_run3,7
142,MG_15mM_1264_wo_rw_run3,2
143,MG_15mM_1264_wo_rw_run3,6
144,MG_15mM_1264_wo_rw_run3,6
145,MG_15mM_1264_wo_rw_run3,8
146,MG_15mM_1264_wo_rw_run3,0
147,MG_15mM_1264_wo_rw_run3,2
148,MG_15mM_1264_wo_rw_run3,3
149,MG_15mM_1264_wo_rw_run3,8
150,MG_15mM_1264_wo_rw_run3,4
151,MG_15mM_1264_wo_rw_run3,1
152,MG_15mM_1264_wo_rw_run3,0
153,MG_15mM_1264_wo_rw_run3,0
154,MG_15mM_1264_wo_rw_run3,0
155,MG_15mM_1264_wo_rw_run3,0
156,MG_15mM_1264_wo_rw_run3,0
157,MG_15mM_1264_wo_rw_run3,0
158,MG_15mM_1264_wo_rw_run3,1
159,MG_15mM_1264_wo_rw_run3,2
160,MG_15mM_1264_wo_rw_run3,4
161,MG_15mM_1264_wo_rw_run3,1
162,MG_15mM_1264_wo_rw_run3,2
163,MG_15mM_1264_wo_rw_run3,1
164,MG_15mM_1264_wo_rw_run3,2
165,MG_15mM_1264_wo_rw_run3,3
166,MG_15mM_1264_wo_rw_run3,1
167,MG_15mM_1264_wo_rw_run3,8
168,MG_15mM_1264_wo_rw_run3,6
169,MG_15mM_1264_wo_rw_run3,1
170,MG_15mM_1264_wo_rw_run3,2
171,MG_15mM_1264_wo_rw_run3,5
172,MG_15mM_1264_wo_rw_run3,9
173,MG_15mM_1264_wo_rw_run3,6
174,MG_15mM_1264_wo_rw_run3,10
175,MG_15mM_1264_wo_rw_run3,9
176,MG_15mM_1264_wo_rw_run3,1
177,MG_15mM_1264_wo_rw_run3,0
178,MG_15mM_1264_wo_rw_run3,7
179,MG_15mM_1264_wo_rw_run3,1
180,MG_15mM_1264_wo_rw_run3,3
181,MG_15mM_1264_wo_rw_run3,4
182,MG_15mM_1264_wo_rw_run3,4
183,MG_15mM_1264_wo_rw_run3,0
184,MG_15mM_1264_wo_rw_run3,8
185,MG_15mM_1264_wo_rw_run3,3
186,MG_15mM_1264_wo_rw_run3,1
187,MG_15mM_1264_wo_rw_run3,0
188,MG_15mM_1264_wo_rw_run3,0
189,MG_15mM_1264_wo_rw_run3,0
190,MG_15mM_1264_wo_rw_run3,0
191,MG_15mM_1264_wo_rw_run3,0
192,MG_15mM_1264_wo_rw_run3,0
193,MG_15mM_1264_wo_rw_run3,0
194,MG_15mM_1264_wo_rw_run3,1
195,MG_15mM_1264_wo_rw_run3,1
196,MG_15mM_1264_wo_rw_run3,0
197,MG_15mM_1264_wo_rw_run3,1
198,MG_15mM_1264_wo_rw_run3,8
199,MG_15mM_1264_wo_rw_run3,9
200,MG_15mM_1264_wo_rw_run3,7
201,MG_15mM_1264_wo_rw_run3,6
202,MG_15mM_1264_wo_rw_run3,1
203,MG_15mM_1264_wo_rw_run3,0
204,MG_15mM_1264_wo_rw_run3,0
205,MG_15mM_1264_wo_rw_run3,0
206,MG_15mM_1264_wo_rw_run3,0
207,MG_15mM_1264_wo_rw_run3,0
208,MG_15mM_1264_wo_rw_run3,1
209,MG_15mM_1264_wo_rw_run3,0
210,MG_15mM_1264_wo_rw_run3,0
211,MG_15mM_1264_wo_rw_run3,0
212,MG_15mM_1264_wo_rw_run3,5
213,MG_15mM_1264_wo_rw_run3,0
214,MG_15mM_1264_wo_rw_run3,2
215,MG_15mM_1264_wo_rw_run3,0
216,MG_15mM_1264_wo_rw_run3,0
217,MG_15mM_1264_wo_rw_run3,0
218,MG_15mM_1264_wo_rw_run3,0
219,MG_15mM_1264_wo_rw_run3,1
220,MG_15mM_1264_wo_rw_run3,2
221,MG_15mM_1264_wo_rw_run3,0
222,MG_15mM_1264_wo_rw_run3,5
223,MG_15mM_1264_wo_rw_run3,5
224,MG_15mM_1264_wo_rw_run3,5
225,MG_15mM_1264_wo_rw_run3,5
226,MG_15mM_1264_wo_rw_run3,3
227,MG_15mM_1264_wo_rw_run3,1
228,MG_15mM_1264_wo_rw_run3,6
229,MG_15mM_1264_wo_rw_run3,8
230,MG_15mM_1264_wo_rw_run3,1
231,MG_15mM_1264_wo_rw_run3,7
232,MG_15mM_1264_wo_rw_run3,7
233,MG_15mM_1264_wo_rw_run3,3
234,MG_15mM_1264_wo_rw_run3,7
235,MG_15mM_1264_wo_rw_run3,3
236,MG_15mM_1264_wo_rw_run3,4
237,MG_15mM_1264_wo_rw_run3,5
238,MG_15mM_1264_wo_rw_run3,1
239,MG_15mM_1264_wo_rw_run3,4
240,MG_15mM_1264_wo_rw_run3,8
241,MG_15mM_1264_wo_rw_run3,6
242,MG_15mM_1264_wo_rw_run3,0
243,MG_15mM_1264_wo_rw_run3,0
244,MG_15mM_1264_wo_rw_run3,1
245,MG_15mM_1264_wo_rw_run3,5
246,MG_15mM_1264_wo_rw_run3,1
247,MG_15mM_1264_wo_rw_run3,0
248,MG_15mM_1264_wo_rw_run3,0
249,MG_15mM_1264_wo_rw_run3,1
250,MG_15mM_1264_wo_rw_run3,2
251,MG_15mM_1264_wo_rw_run3,1
252,MG_15mM_1264_wo_rw_run3,0
253,MG_15mM_1264_wo_rw_run3,0
254,MG_15mM_1264_wo_rw_run3,1
255,MG_15mM_1264_wo_rw_run3,8
256,MG_15mM_1264_wo_rw_run3,4
257,MG_15mM_1264_wo_rw_run3,1
258,MG_15mM_1264_wo_rw_run3,0
259,MG_15mM_1264_wo_rw_run3,0
260,MG_15mM_1264_wo_rw_run3,0
261,MG_15mM_1264_wo_rw_run3,0
262,MG_15mM_1264_wo_rw_run3,0
263,MG_15mM_1264_wo_rw_run3,0
264,MG_15mM_1264_wo_rw_run3,0
265,MG_15mM_1264_wo_rw_run3,0
266,MG_15mM_1264_wo_rw_run3,0
267,MG_15mM_1264_wo_rw_run3,0
268,MG_15mM_1264_wo_rw_run3,0
269,MG_15mM_1264_wo_rw_run3,0
270,MG_15mM_1264_wo_rw_run3,0
271,MG_15mM_1264_wo_rw_run3,0
272,MG_15mM_1264_wo_rw_run3,0
273,MG_15mM_1264_wo_rw_run3,0
274,MG_15mM_1264_wo_rw_run3,0
275,MG_15mM_1264_wo_rw_run3,0
276,MG_15mM_1264_wo_rw_run3,0
277,MG_15mM_1264_wo_rw_run3,0
278,MG_15mM_1264_wo_rw_run3,0
279,MG_15mM_1264_wo_rw_run3,0
280,MG_15mM_1264_wo_rw_run3,0
281,MG_15mM_1264_wo_rw_run3,0
282,MG_15mM_1264_wo_rw_run3,0
283,MG_15mM_1264_wo_rw_run3,0
284,MG_15mM_1264_wo_rw_run3,1
285,MG_15mM_1264_wo_rw_run3,1
286,MG_15mM_1264_wo_rw_run3,0
287,MG_15mM_1264_wo_rw_run3,0
288,MG_15mM_1264_wo_rw_run3,0
289,MG_15mM_1264_wo_rw_run3,0
290,MG_15mM_1264_wo_rw_run3,0
291,MG_15mM_1264_wo_rw_run3,0
292,MG_15mM_1264_wo_rw_run3,1
293,MG_15mM_1264_wo_rw_run3,0
294,MG_15mM_1264_wo_rw_run3,1
295,MG_15mM_1264_wo_rw_run3,0
296,MG_15mM_1264_wo_rw_run3,0
297,MG_15mM_1264_wo_rw_run3,0
298,MG_15mM_1264_wo_rw_run3,0
299,MG_15mM_1264_wo_rw_run3,1
300,MG_15mM_1264_wo_rw_run3,0
301,MG_15mM_1264_wo_rw_run3,0
302,MG_15mM_1264_wo_rw_run3,0
303,MG_15mM_1264_wo_rw_run3,0
304,MG_15mM_1264_wo_rw_run3,1
305,MG_15mM_1264_wo_rw_run3,1
306,MG_15mM_1264_wo_rw_run3,0
307,MG_15mM_1264_wo_rw_run3,0
308,MG_15mM_1264_wo_rw_run3,0
309,MG_15mM_1264_wo_rw_run3,0
310,MG_15mM_1264_wo_rw_run3,0
311,MG_15mM_1264_wo_rw_run3,0
312,MG_15mM_1264_wo_rw_run3,1
313,MG_15mM_1264_wo_rw_run3,0
314,MG_15mM_1264_wo_rw_run3,0
315,MG_15mM_1264_wo_rw_run3,0
316,MG_15mM_1264_wo_rw_run3,6
317,MG_15mM_1264_wo_rw_run3,4
318,MG_15mM_1264_wo_rw_run3,1
319,MG_15mM_1264_wo_rw_run3,2
320,MG_15mM_1264_wo_rw_run3,1
321,MG_15mM_1264_wo_rw_run3,1
322,MG_15mM_1264_wo_rw_run3,1
323,MG_15mM_1264_wo_rw_run3,0
324,MG_15mM_1264_wo_rw_run3,0
325,MG_15mM_1264_wo_rw_run3,0
326,MG_15mM_1264_wo_rw_run3,0
327,MG_15mM_1264_wo_rw_run3,0
328,MG_15mM_1264_wo_rw_run3,1
329,MG_15mM_1264_wo_rw_run3,0
330,MG_15mM_1264_wo_rw_run3,1
331,MG_15mM_1264_wo_rw_run3,1
332,MG_15mM_1264_wo_rw_run3,1
333,MG_15mM_1264_wo_rw_run3,2
334,MG_15mM_1264_wo_rw_run3,0
335,MG_15mM_1264_wo_rw_run3,0
336,MG_15mM_1264_wo_rw_run3,0
337,MG_15mM_1264_wo_rw_run3,0
338,MG_15mM_1264_wo_rw_run3,3
339,MG_15mM_1264_wo_rw_run3,7
340,MG_15mM_1264_wo_rw_run3,5
341,MG_15mM_1264_wo_rw_run3,2
342,MG_15mM_1264_wo_rw_run3,7
343,MG_15mM_1264_wo_rw_run3,7
344,MG_15mM_1264_wo_rw_run3,5
345,MG_15mM_1264_wo_rw_run3,5
346,MG_15mM_1264_wo_rw_run3,9
347,MG_15mM_1264_wo_rw_run3,7
348,MG_15mM_1264_wo_rw_run3,6
349,MG_15mM_1264_wo_rw_run3,8
350,MG_15mM_1264_wo_rw_run3,10
351,MG_15mM_1264_wo_rw_run3,6
352,MG_15mM_1264_wo_rw_run3,8
353,MG_15mM_1264_wo_rw_run3,4
354,MG_15mM_1264_wo_rw_run3,7
355,MG_15mM_1264_wo_rw_run3,4
356,MG_15mM_1264_wo_rw_run3,8
357,MG_15mM_1264_wo_rw_run3,7
358,MG_15mM_1264_wo_rw_run3,7
359,MG_15mM_1264_wo_rw_run3,1
360,MG_15mM_1264_wo_rw_run3,7
361,MG_15mM_1264_wo_rw_run3,1
362,MG_15mM_1264_wo_rw_run3,1
363,MG_15mM_1264_wo_rw_run3,3
364,MG_15mM_1264_wo_rw_run3,1
365,MG_15mM_1264_wo_rw_run3,5
366,MG_15mM_1264_wo_rw_run3,7
367,MG_15mM_1264_wo_rw_run3,7
368,MG_15mM_1264_wo_rw_run3,7
369,MG_15mM_1264_wo_rw_run3,7
370,MG_15mM_1264_wo_rw_run3,0
371,MG_15mM_1264_wo_rw_run3,0
372,MG_15mM_1264_wo_rw_run3,0
373,MG_15mM_1264_wo_rw_run3,1
374,MG_15mM_1264_wo_rw_run3,1
375,MG_15mM_1264_wo_rw_run3,0
376,MG_15mM_1264_wo_rw_run3,0
377,MG_15mM_1264_wo_rw_run3,2
378,MG_15mM_1264_wo_rw_run3,0
379,MG_15mM_1264_wo_rw_run3,1
380,MG_15mM_1264_wo_rw_run3,1
381,MG_15mM_1264_wo_rw_run3,0
382,MG_15mM_1264_wo_rw_run3,1
383,MG_15mM_1264_wo_rw_run3,1
384,MG_15mM_1264_wo_rw_run3,2
385,MG_15mM_1264_wo_rw_run3,0
386,MG_15mM_1264_wo_rw_run3,1
387,MG_15mM_1264_wo_rw_run3,0
388,MG_15mM_1264_wo_rw_run3,1
389,MG_15mM_1264_wo_rw_run3,0
390,MG_15mM_1264_wo_rw_run3,1
391,MG_15mM_1264_wo_rw_run3,0
392,MG_15mM_1264_wo_rw_run3,0
393,MG_15mM_1264_wo_rw_run3,2
394,MG_15mM_1264_wo_rw_run3,2
395,MG_15mM_1264_wo_rw_run3,0
396,MG_15mM_1264_wo_rw_run3,1
397,MG_15mM_1264_wo_rw_run3,0
398,MG_15mM_1264_wo_rw_run3,1
399,MG_15mM_1264_wo_rw_run3,1
400,MG_15mM_1264_wo_rw_run3,2
401,MG_15mM_1264_wo_rw_run3,2
402,MG_15mM_1264_wo_rw_run3,1
403,MG_15mM_1264_wo_rw_run3,1
404,MG_15mM_1264_wo_rw_run3,2
405,MG_15mM_1264_wo_rw_run3,2
406,MG_15mM_1264_wo_rw_run3,0
407,MG_15mM_1264_wo_rw_run3,1
408,MG_15mM_1264_wo_rw_run3,1
409,MG_15mM_1264_wo_rw_run3,2
410,MG_15mM_1264_wo_rw_run3,5
411,MG_15mM_1264_wo_rw_run3,1
412,MG_15mM_1264_wo_rw_run3,8
413,MG_15mM_1264_wo_rw_run3,1
414,MG_15mM_1264_wo_rw_run3,0
415,MG_15mM_1264_wo_rw_run3,8
416,MG_15mM_1264_wo_rw_run3,7
417,MG_15mM_1264_wo_rw_run3,7
418,MG_15mM_1264_wo_rw_run3,7
419,MG_15mM_1264_wo_rw_run3,7
420,MG_15mM_1264_wo_rw_run3,7
421,MG_15mM_1264_wo_rw_run3,5
422,MG_15mM_1264_wo_rw_run3,4
423,MG_15mM_1264_wo_rw_run3,8
424,MG_15mM_1264_wo_rw_run3,7
425,MG_15mM_1264_wo_rw_run3,7
426,MG_15mM_1264_wo_rw_run3,4
427,MG_15mM_1264_wo_rw_run3,2
428,MG_15mM_1264_wo_rw_run3,2
429,MG_15mM_1264_wo_rw_run3,5
430,MG_15mM_1264_wo_rw_run3,5
431,MG_15mM_1264_wo_rw_run3,2
432,MG_15mM_1264_wo_rw_run3,2
433,MG_15mM_1264_wo_rw_run3,1
434,MG_15mM_1264_wo_rw_run3,5
435,MG_15mM_1264_wo_rw_run3,0
436,MG_15mM_1264_wo_rw_run3,0
437,MG_15mM_1264_wo_rw_run3,0
438,MG_15mM_1264_wo_rw_run3,0
439,MG_15mM_1264_wo_rw_run3,0
440,MG_15mM_1264_wo_rw_run3,1
441,MG_15mM_1264_wo_rw_run3,0
442,MG_15mM_1264_wo_rw_run3,2
443,MG_15mM_1264_wo_rw_run3,0
444,MG_15mM_1264_wo_rw_run3,2
445,MG_15mM_1264_wo_rw_run3,1
446,MG_15mM_1264_wo_rw_run3,0
447,MG_15mM_1264_wo_rw_run3,0
448,MG_15mM_1264_wo_rw_run3,1
449,MG_15mM_1264_wo_rw_run3,7
450,MG_15mM_1264_wo_rw_run3,4
451,MG_15mM_1264_wo_rw_run3,5
452,MG_15mM_1264_wo_rw_run3,1
453,MG_15mM_1264_wo_rw_run3,1
454,MG_15mM_1264_wo_rw_run3,1
455,MG_15mM_1264_wo_rw_run3,1
456,MG_15mM_1264_wo_rw_run3,0
457,MG_15mM_1264_wo_rw_run3,1
458,MG_15mM_1264_wo_rw_run3,0
459,MG_15mM_1264_wo_rw_run3,1
460,MG_15mM_1264_wo_rw_run3,1
461,MG_15mM_1264_wo_rw_run3,1
462,MG_15mM_1264_wo_rw_run3,1
463,MG_15mM_1264_wo_rw_run3,3
464,MG_15mM_1264_wo_rw_run3,2
465,MG_15mM_1264_wo_rw_run3,3
466,MG_15mM_1264_wo_rw_run3,4
467,MG_15mM_1264_wo_rw_run3,0
468,MG_15mM_1264_wo_rw_run3,8
469,MG_15mM_1264_wo_rw_run3,0
470,MG_15mM_1264_wo_rw_run3,1
471,MG_15mM_1264_wo_rw_run3,9
472,MG_15mM_1264_wo_rw_run3,1
473,MG_15mM_1264_wo_rw_run3,6
474,MG_15mM_1264_wo_rw_run3,8
475,MG_15mM_1264_wo_rw_run3,2
476,MG_15mM_1264_wo_rw_run3,1
477,MG_15mM_1264_wo_rw_run3,1
478,MG_15mM_1264_wo_rw_run3,0
479,MG_15mM_1264_wo_rw_run3,1
480,MG_15mM_1264_wo_rw_run3,0
481,MG_15mM_1264_wo_rw_run3,3
482,MG_15mM_1264_wo_rw_run3,3
483,MG_15mM_1264_wo_rw_run3,6
484,MG_15mM_1264_wo_rw_run3,7
485,MG_15mM_1264_wo_rw_run3,4
486,MG_15mM_1264_wo_rw_run3,5
487,MG_15mM_1264_wo_rw_run3,4
488,MG_15mM_1264_wo_rw_run3,3
489,MG_15mM_1264_wo_rw_run3,5
490,MG_15mM_1264_wo_rw_run3,4
491,MG_15mM_1264_wo_rw_run3,0
492,MG_15mM_1264_wo_rw_run3,2
493,MG_15mM_1264_wo_rw_run3,3
494,MG_15mM_1264_wo_rw_run3,0
495,MG_15mM_1264_wo_rw_run3,3
496,MG_15mM_1264_wo_rw_run3,4
497,MG_15mM_1264_wo_rw_run3,5
498,MG_15mM_1264_wo_rw_run3,0
499,MG_15mM_1264_wo_rw_run3,3
500,MG_15mM_1264_wo_rw_run3,6
501,MG_15mM_1264_wo_rw_run3,6
502,MG_15mM_1264_wo_rw_run3,4
503,MG_15mM_1264_wo_rw_run3,5
504,MG_15mM_1264_wo_rw_run3,5
505,MG_15mM_1264_wo_rw_run3,5
506,MG_15mM_1264_wo_rw_run3,8
507,MG_15mM_1264_wo_rw_run3,4
508,MG_15mM_1264_wo_rw_run3,4
509,MG_15mM_1264_wo_rw_run3,3
510,MG_15mM_1264_wo_rw_run3,1
511,MG_15mM_1264_wo_rw_run3,1
512,MG_15mM_1264_wo_rw_run3,1
513,MG_15mM_1264_wo_rw_run3,1
514,MG_15mM_1264_wo_rw_run3,1
515,MG_15mM_1264_wo_rw_run3,0
516,MG_15mM_1264_wo_rw_run3,4
517,MG_15mM_1264_wo_rw_run3,0
518,MG_15mM_1264_wo_rw_run3,1
519,MG_15mM_1264_wo_rw_run3,1
520,MG_15mM_1264_wo_rw_run3,1
521,MG_15mM_1264_wo_rw_run3,2
522,MG_15mM_1264_wo_rw_run3,0
523,MG_15mM_1264_wo_rw_run3,1
524,MG_15mM_1264_wo_rw_run3,0
525,MG_15mM_1264_wo_rw_run3,1
526,MG_15mM_1264_wo_rw_run3,1
527,MG_15mM_1264_wo_rw_run3,1
528,MG_15mM_1264_wo_rw_run3,1
529,MG_15mM_1264_wo_rw_run3,1
530,MG_15mM_1264_wo_rw_run3,1
531,MG_15mM_1264_wo_rw_run3,1
532,MG_15mM_1264_wo_rw_run3,1
533,MG_15mM_1264_wo_rw_run3,0
534,MG_15mM_1264_wo_rw_run3,3
535,MG_15mM_1264_wo_rw_run3,2
536,MG_15mM_1264_wo_rw_run3,2
537,MG_15mM_1264_wo_rw_run3,1
538,MG_15mM_1264_wo_rw_run3,1
539,MG_15mM_1264_wo_rw_run3,0
540,MG_15mM_1264_wo_rw_run3,1
541,MG_15mM_1264_wo_rw_run3,0
542,MG_15mM_1264_wo_rw_run3,1
543,MG_15mM_1264_wo_rw_run3,0
544,MG_15mM_1264_wo_rw_run3,0
545,MG_15mM_1264_wo_rw_run3,0
546,MG_15mM_1264_wo_rw_run3,1
547,MG_15mM_1264_wo_rw_run3,0
548,MG_15mM_1264_wo_rw_run3,0
549,MG_15mM_1264_wo_rw_run3,0
550,MG_15mM_1264_wo_rw_run3,0
551,MG_15mM_1264_wo_rw_run3,1
552,MG_15mM_1264_wo_rw_run3,1
553,MG_15mM_1264_wo_rw_run3,0
554,MG_15mM_1264_wo_rw_run3,1
555,MG_15mM_1264_wo_rw_run3,2
556,MG_15mM_1264_wo_rw_run3,1
557,MG_15mM_1264_wo_rw_run3,1
558,MG_15mM_1264_wo_rw_run3,1
559,MG_15mM_1264_wo_rw_run3,1
560,MG_15mM_1264_wo_rw_run3,0
561,MG_15mM_1264_wo_rw_run3,0
562,MG_15mM_1264_wo_rw_run3,1
563,MG_15mM_1264_wo_rw_run3,0
564,MG_15mM_1264_wo_rw_run3,1
565,MG_15mM_1264_wo_rw_run3,1
566,MG_15mM_1264_wo_rw_run3,0
567,MG_15mM_1264_wo_rw_run3,1
568,MG_15mM_1264_wo_rw_run3,0
569,MG_15mM_1264_wo_rw_run3,0
570,MG_15mM_1264_wo_rw_run3,1
571,MG_15mM_1264_wo_rw_run3,0
572,MG_15mM_1264_wo_rw_run3,0
573,MG_15mM_1264_wo_rw_run3,0
574,MG_15mM_1264_wo_rw_run3,1
575,MG_15mM_1264_wo_rw_run3,0
576,MG_15mM_1264_wo_rw_run3,2
577,MG_15mM_1264_wo_rw_run3,1
578,MG_15mM_1264_wo_rw_run3,0
579,MG_15mM_1264_wo_rw_run3,0
580,MG_15mM_1264_wo_rw_run3,0
581,MG_15mM_1264_wo_rw_run3,0
582,MG_15mM_1264_wo_rw_run3,1
583,MG_15mM_1264_wo_rw_run3,0
584,MG_15mM_1264_wo_rw_run3,0
585,MG_15mM_1264_wo_rw_run3,0
586,MG_15mM_1264_wo_rw_run3,0
587,MG_15mM_1264_wo_rw_run3,0
588,MG_15mM_1264_wo_rw_run3,0
589,MG_15mM_1264_wo_rw_run3,0
590,MG_15mM_1264_wo_rw_run3,1
591,MG_15mM_1264_wo_rw_run3,0
592,MG_15mM_1264_wo_rw_run3,0
593,MG_15mM_1264_wo_rw_run3,0
594,MG_15mM_1264_wo_rw_run3,0
595,MG_15mM_1264_wo_rw_run3,0
596,MG_15mM_1264_wo_rw_run3,0
597,MG_15mM_1264_wo_rw_run3,0
598,MG_15mM_1264_wo_rw_run3,1
599,MG_15mM_1264_wo_rw_run3,7
600,MG_15mM_1264_wo_rw_run3,5
601,MG_15mM_1264_wo_rw_run3,5
602,MG_15mM_1264_wo_rw_run3,5
603,MG_15mM_1264_wo_rw_run3,0
604,MG_15mM_1264_wo_rw_run3,5
605,MG_15mM_1264_wo_rw_run3,9
606,MG_15mM_1264_wo_rw_run3,3
