Frame,System,Number 
47,NaCl_1264_wo_rw_run1,0
48,NaCl_1264_wo_rw_run1,1
49,NaCl_1264_wo_rw_run1,0
50,NaCl_1264_wo_rw_run1,0
51,NaCl_1264_wo_rw_run1,0
52,NaCl_1264_wo_rw_run1,0
53,NaCl_1264_wo_rw_run1,0
54,NaCl_1264_wo_rw_run1,0
55,NaCl_1264_wo_rw_run1,0
56,NaCl_1264_wo_rw_run1,1
57,NaCl_1264_wo_rw_run1,0
58,NaCl_1264_wo_rw_run1,0
59,NaCl_1264_wo_rw_run1,0
60,NaCl_1264_wo_rw_run1,0
61,NaCl_1264_wo_rw_run1,0
62,NaCl_1264_wo_rw_run1,0
63,NaCl_1264_wo_rw_run1,0
64,NaCl_1264_wo_rw_run1,0
65,NaCl_1264_wo_rw_run1,0
66,NaCl_1264_wo_rw_run1,0
67,NaCl_1264_wo_rw_run1,0
68,NaCl_1264_wo_rw_run1,0
69,NaCl_1264_wo_rw_run1,0
70,NaCl_1264_wo_rw_run1,0
71,NaCl_1264_wo_rw_run1,0
72,NaCl_1264_wo_rw_run1,0
73,NaCl_1264_wo_rw_run1,0
74,NaCl_1264_wo_rw_run1,0
75,NaCl_1264_wo_rw_run1,0
76,NaCl_1264_wo_rw_run1,0
77,NaCl_1264_wo_rw_run1,0
78,NaCl_1264_wo_rw_run1,0
79,NaCl_1264_wo_rw_run1,0
80,NaCl_1264_wo_rw_run1,0
81,NaCl_1264_wo_rw_run1,0
82,NaCl_1264_wo_rw_run1,0
83,NaCl_1264_wo_rw_run1,0
84,NaCl_1264_wo_rw_run1,0
85,NaCl_1264_wo_rw_run1,0
86,NaCl_1264_wo_rw_run1,0
87,NaCl_1264_wo_rw_run1,0
88,NaCl_1264_wo_rw_run1,0
89,NaCl_1264_wo_rw_run1,0
90,NaCl_1264_wo_rw_run1,0
91,NaCl_1264_wo_rw_run1,0
92,NaCl_1264_wo_rw_run1,0
93,NaCl_1264_wo_rw_run1,0
94,NaCl_1264_wo_rw_run1,0
95,NaCl_1264_wo_rw_run1,0
96,NaCl_1264_wo_rw_run1,0
97,NaCl_1264_wo_rw_run1,0
98,NaCl_1264_wo_rw_run1,0
99,NaCl_1264_wo_rw_run1,1
100,NaCl_1264_wo_rw_run1,0
101,NaCl_1264_wo_rw_run1,0
102,NaCl_1264_wo_rw_run1,0
103,NaCl_1264_wo_rw_run1,0
104,NaCl_1264_wo_rw_run1,1
105,NaCl_1264_wo_rw_run1,0
106,NaCl_1264_wo_rw_run1,0
107,NaCl_1264_wo_rw_run1,0
108,NaCl_1264_wo_rw_run1,0
109,NaCl_1264_wo_rw_run1,0
110,NaCl_1264_wo_rw_run1,0
111,NaCl_1264_wo_rw_run1,0
112,NaCl_1264_wo_rw_run1,0
113,NaCl_1264_wo_rw_run1,0
114,NaCl_1264_wo_rw_run1,0
115,NaCl_1264_wo_rw_run1,0
116,NaCl_1264_wo_rw_run1,0
117,NaCl_1264_wo_rw_run1,0
118,NaCl_1264_wo_rw_run1,0
119,NaCl_1264_wo_rw_run1,0
120,NaCl_1264_wo_rw_run1,0
121,NaCl_1264_wo_rw_run1,0
122,NaCl_1264_wo_rw_run1,0
123,NaCl_1264_wo_rw_run1,0
124,NaCl_1264_wo_rw_run1,0
125,NaCl_1264_wo_rw_run1,0
126,NaCl_1264_wo_rw_run1,0
127,NaCl_1264_wo_rw_run1,0
128,NaCl_1264_wo_rw_run1,0
129,NaCl_1264_wo_rw_run1,0
130,NaCl_1264_wo_rw_run1,1
131,NaCl_1264_wo_rw_run1,0
132,NaCl_1264_wo_rw_run1,0
133,NaCl_1264_wo_rw_run1,0
134,NaCl_1264_wo_rw_run1,1
135,NaCl_1264_wo_rw_run1,0
136,NaCl_1264_wo_rw_run1,0
137,NaCl_1264_wo_rw_run1,1
138,NaCl_1264_wo_rw_run1,0
139,NaCl_1264_wo_rw_run1,0
140,NaCl_1264_wo_rw_run1,0
141,NaCl_1264_wo_rw_run1,0
142,NaCl_1264_wo_rw_run1,0
143,NaCl_1264_wo_rw_run1,0
144,NaCl_1264_wo_rw_run1,0
145,NaCl_1264_wo_rw_run1,0
146,NaCl_1264_wo_rw_run1,1
147,NaCl_1264_wo_rw_run1,0
148,NaCl_1264_wo_rw_run1,0
149,NaCl_1264_wo_rw_run1,0
150,NaCl_1264_wo_rw_run1,0
151,NaCl_1264_wo_rw_run1,1
152,NaCl_1264_wo_rw_run1,0
153,NaCl_1264_wo_rw_run1,0
154,NaCl_1264_wo_rw_run1,0
155,NaCl_1264_wo_rw_run1,0
156,NaCl_1264_wo_rw_run1,0
157,NaCl_1264_wo_rw_run1,0
158,NaCl_1264_wo_rw_run1,0
159,NaCl_1264_wo_rw_run1,0
160,NaCl_1264_wo_rw_run1,1
161,NaCl_1264_wo_rw_run1,0
162,NaCl_1264_wo_rw_run1,0
163,NaCl_1264_wo_rw_run1,0
164,NaCl_1264_wo_rw_run1,0
165,NaCl_1264_wo_rw_run1,0
166,NaCl_1264_wo_rw_run1,0
167,NaCl_1264_wo_rw_run1,1
168,NaCl_1264_wo_rw_run1,1
169,NaCl_1264_wo_rw_run1,1
170,NaCl_1264_wo_rw_run1,0
171,NaCl_1264_wo_rw_run1,5
172,NaCl_1264_wo_rw_run1,0
173,NaCl_1264_wo_rw_run1,1
174,NaCl_1264_wo_rw_run1,1
175,NaCl_1264_wo_rw_run1,0
176,NaCl_1264_wo_rw_run1,0
177,NaCl_1264_wo_rw_run1,3
178,NaCl_1264_wo_rw_run1,0
179,NaCl_1264_wo_rw_run1,0
180,NaCl_1264_wo_rw_run1,4
181,NaCl_1264_wo_rw_run1,4
182,NaCl_1264_wo_rw_run1,5
183,NaCl_1264_wo_rw_run1,14
184,NaCl_1264_wo_rw_run1,13
185,NaCl_1264_wo_rw_run1,14
186,NaCl_1264_wo_rw_run1,12
187,NaCl_1264_wo_rw_run1,13
188,NaCl_1264_wo_rw_run1,7
189,NaCl_1264_wo_rw_run1,6
190,NaCl_1264_wo_rw_run1,1
191,NaCl_1264_wo_rw_run1,0
192,NaCl_1264_wo_rw_run1,0
193,NaCl_1264_wo_rw_run1,0
194,NaCl_1264_wo_rw_run1,0
195,NaCl_1264_wo_rw_run1,0
196,NaCl_1264_wo_rw_run1,1
197,NaCl_1264_wo_rw_run1,0
198,NaCl_1264_wo_rw_run1,0
199,NaCl_1264_wo_rw_run1,0
200,NaCl_1264_wo_rw_run1,0
201,NaCl_1264_wo_rw_run1,1
202,NaCl_1264_wo_rw_run1,0
203,NaCl_1264_wo_rw_run1,0
204,NaCl_1264_wo_rw_run1,0
205,NaCl_1264_wo_rw_run1,0
206,NaCl_1264_wo_rw_run1,0
207,NaCl_1264_wo_rw_run1,0
208,NaCl_1264_wo_rw_run1,0
209,NaCl_1264_wo_rw_run1,0
210,NaCl_1264_wo_rw_run1,0
211,NaCl_1264_wo_rw_run1,0
212,NaCl_1264_wo_rw_run1,1
213,NaCl_1264_wo_rw_run1,0
214,NaCl_1264_wo_rw_run1,1
215,NaCl_1264_wo_rw_run1,1
216,NaCl_1264_wo_rw_run1,1
217,NaCl_1264_wo_rw_run1,0
218,NaCl_1264_wo_rw_run1,1
219,NaCl_1264_wo_rw_run1,0
220,NaCl_1264_wo_rw_run1,0
221,NaCl_1264_wo_rw_run1,0
222,NaCl_1264_wo_rw_run1,0
223,NaCl_1264_wo_rw_run1,1
224,NaCl_1264_wo_rw_run1,1
225,NaCl_1264_wo_rw_run1,4
226,NaCl_1264_wo_rw_run1,2
227,NaCl_1264_wo_rw_run1,3
228,NaCl_1264_wo_rw_run1,0
229,NaCl_1264_wo_rw_run1,0
230,NaCl_1264_wo_rw_run1,1
231,NaCl_1264_wo_rw_run1,1
232,NaCl_1264_wo_rw_run1,0
233,NaCl_1264_wo_rw_run1,0
234,NaCl_1264_wo_rw_run1,0
235,NaCl_1264_wo_rw_run1,1
236,NaCl_1264_wo_rw_run1,0
237,NaCl_1264_wo_rw_run1,0
238,NaCl_1264_wo_rw_run1,1
239,NaCl_1264_wo_rw_run1,0
240,NaCl_1264_wo_rw_run1,3
241,NaCl_1264_wo_rw_run1,5
242,NaCl_1264_wo_rw_run1,0
243,NaCl_1264_wo_rw_run1,2
244,NaCl_1264_wo_rw_run1,2
245,NaCl_1264_wo_rw_run1,0
246,NaCl_1264_wo_rw_run1,0
247,NaCl_1264_wo_rw_run1,0
248,NaCl_1264_wo_rw_run1,1
249,NaCl_1264_wo_rw_run1,1
250,NaCl_1264_wo_rw_run1,1
251,NaCl_1264_wo_rw_run1,0
252,NaCl_1264_wo_rw_run1,2
253,NaCl_1264_wo_rw_run1,0
254,NaCl_1264_wo_rw_run1,5
255,NaCl_1264_wo_rw_run1,0
256,NaCl_1264_wo_rw_run1,2
257,NaCl_1264_wo_rw_run1,2
258,NaCl_1264_wo_rw_run1,0
259,NaCl_1264_wo_rw_run1,0
260,NaCl_1264_wo_rw_run1,0
261,NaCl_1264_wo_rw_run1,5
262,NaCl_1264_wo_rw_run1,7
263,NaCl_1264_wo_rw_run1,6
264,NaCl_1264_wo_rw_run1,4
265,NaCl_1264_wo_rw_run1,3
266,NaCl_1264_wo_rw_run1,1
267,NaCl_1264_wo_rw_run1,1
268,NaCl_1264_wo_rw_run1,1
269,NaCl_1264_wo_rw_run1,2
270,NaCl_1264_wo_rw_run1,0
271,NaCl_1264_wo_rw_run1,1
272,NaCl_1264_wo_rw_run1,0
273,NaCl_1264_wo_rw_run1,0
274,NaCl_1264_wo_rw_run1,0
275,NaCl_1264_wo_rw_run1,0
276,NaCl_1264_wo_rw_run1,1
277,NaCl_1264_wo_rw_run1,0
278,NaCl_1264_wo_rw_run1,0
279,NaCl_1264_wo_rw_run1,0
280,NaCl_1264_wo_rw_run1,0
281,NaCl_1264_wo_rw_run1,0
282,NaCl_1264_wo_rw_run1,0
283,NaCl_1264_wo_rw_run1,0
284,NaCl_1264_wo_rw_run1,0
285,NaCl_1264_wo_rw_run1,0
286,NaCl_1264_wo_rw_run1,0
287,NaCl_1264_wo_rw_run1,0
288,NaCl_1264_wo_rw_run1,1
289,NaCl_1264_wo_rw_run1,0
290,NaCl_1264_wo_rw_run1,0
291,NaCl_1264_wo_rw_run1,0
292,NaCl_1264_wo_rw_run1,0
293,NaCl_1264_wo_rw_run1,0
294,NaCl_1264_wo_rw_run1,0
295,NaCl_1264_wo_rw_run1,0
296,NaCl_1264_wo_rw_run1,0
297,NaCl_1264_wo_rw_run1,0
298,NaCl_1264_wo_rw_run1,0
299,NaCl_1264_wo_rw_run1,0
300,NaCl_1264_wo_rw_run1,0
301,NaCl_1264_wo_rw_run1,0
302,NaCl_1264_wo_rw_run1,0
303,NaCl_1264_wo_rw_run1,0
304,NaCl_1264_wo_rw_run1,0
305,NaCl_1264_wo_rw_run1,0
306,NaCl_1264_wo_rw_run1,0
307,NaCl_1264_wo_rw_run1,0
308,NaCl_1264_wo_rw_run1,0
309,NaCl_1264_wo_rw_run1,0
310,NaCl_1264_wo_rw_run1,0
311,NaCl_1264_wo_rw_run1,0
312,NaCl_1264_wo_rw_run1,0
313,NaCl_1264_wo_rw_run1,0
314,NaCl_1264_wo_rw_run1,0
315,NaCl_1264_wo_rw_run1,1
316,NaCl_1264_wo_rw_run1,0
317,NaCl_1264_wo_rw_run1,0
318,NaCl_1264_wo_rw_run1,0
319,NaCl_1264_wo_rw_run1,0
320,NaCl_1264_wo_rw_run1,0
321,NaCl_1264_wo_rw_run1,0
322,NaCl_1264_wo_rw_run1,0
323,NaCl_1264_wo_rw_run1,0
324,NaCl_1264_wo_rw_run1,0
325,NaCl_1264_wo_rw_run1,0
326,NaCl_1264_wo_rw_run1,0
327,NaCl_1264_wo_rw_run1,0
328,NaCl_1264_wo_rw_run1,0
329,NaCl_1264_wo_rw_run1,0
330,NaCl_1264_wo_rw_run1,0
331,NaCl_1264_wo_rw_run1,0
332,NaCl_1264_wo_rw_run1,0
333,NaCl_1264_wo_rw_run1,0
334,NaCl_1264_wo_rw_run1,2
335,NaCl_1264_wo_rw_run1,2
336,NaCl_1264_wo_rw_run1,0
337,NaCl_1264_wo_rw_run1,1
338,NaCl_1264_wo_rw_run1,2
339,NaCl_1264_wo_rw_run1,2
340,NaCl_1264_wo_rw_run1,2
341,NaCl_1264_wo_rw_run1,2
342,NaCl_1264_wo_rw_run1,0
343,NaCl_1264_wo_rw_run1,0
344,NaCl_1264_wo_rw_run1,0
345,NaCl_1264_wo_rw_run1,1
346,NaCl_1264_wo_rw_run1,1
347,NaCl_1264_wo_rw_run1,0
348,NaCl_1264_wo_rw_run1,0
349,NaCl_1264_wo_rw_run1,1
350,NaCl_1264_wo_rw_run1,0
351,NaCl_1264_wo_rw_run1,0
352,NaCl_1264_wo_rw_run1,10
353,NaCl_1264_wo_rw_run1,6
354,NaCl_1264_wo_rw_run1,8
355,NaCl_1264_wo_rw_run1,7
356,NaCl_1264_wo_rw_run1,6
357,NaCl_1264_wo_rw_run1,0
358,NaCl_1264_wo_rw_run1,0
359,NaCl_1264_wo_rw_run1,0
360,NaCl_1264_wo_rw_run1,0
361,NaCl_1264_wo_rw_run1,1
362,NaCl_1264_wo_rw_run1,1
363,NaCl_1264_wo_rw_run1,3
364,NaCl_1264_wo_rw_run1,2
365,NaCl_1264_wo_rw_run1,0
366,NaCl_1264_wo_rw_run1,0
367,NaCl_1264_wo_rw_run1,0
368,NaCl_1264_wo_rw_run1,0
369,NaCl_1264_wo_rw_run1,2
370,NaCl_1264_wo_rw_run1,0
371,NaCl_1264_wo_rw_run1,2
372,NaCl_1264_wo_rw_run1,1
373,NaCl_1264_wo_rw_run1,3
374,NaCl_1264_wo_rw_run1,1
375,NaCl_1264_wo_rw_run1,0
376,NaCl_1264_wo_rw_run1,0
377,NaCl_1264_wo_rw_run1,2
378,NaCl_1264_wo_rw_run1,1
379,NaCl_1264_wo_rw_run1,0
380,NaCl_1264_wo_rw_run1,0
381,NaCl_1264_wo_rw_run1,0
382,NaCl_1264_wo_rw_run1,1
383,NaCl_1264_wo_rw_run1,1
384,NaCl_1264_wo_rw_run1,1
385,NaCl_1264_wo_rw_run1,1
386,NaCl_1264_wo_rw_run1,2
387,NaCl_1264_wo_rw_run1,2
388,NaCl_1264_wo_rw_run1,1
389,NaCl_1264_wo_rw_run1,5
390,NaCl_1264_wo_rw_run1,8
391,NaCl_1264_wo_rw_run1,13
392,NaCl_1264_wo_rw_run1,12
393,NaCl_1264_wo_rw_run1,10
394,NaCl_1264_wo_rw_run1,8
395,NaCl_1264_wo_rw_run1,5
396,NaCl_1264_wo_rw_run1,6
397,NaCl_1264_wo_rw_run1,0
398,NaCl_1264_wo_rw_run1,1
399,NaCl_1264_wo_rw_run1,3
400,NaCl_1264_wo_rw_run1,2
401,NaCl_1264_wo_rw_run1,0
402,NaCl_1264_wo_rw_run1,0
403,NaCl_1264_wo_rw_run1,0
404,NaCl_1264_wo_rw_run1,0
405,NaCl_1264_wo_rw_run1,0
406,NaCl_1264_wo_rw_run1,0
407,NaCl_1264_wo_rw_run1,0
408,NaCl_1264_wo_rw_run1,0
409,NaCl_1264_wo_rw_run1,0
410,NaCl_1264_wo_rw_run1,0
411,NaCl_1264_wo_rw_run1,0
412,NaCl_1264_wo_rw_run1,0
413,NaCl_1264_wo_rw_run1,0
414,NaCl_1264_wo_rw_run1,0
415,NaCl_1264_wo_rw_run1,0
416,NaCl_1264_wo_rw_run1,1
417,NaCl_1264_wo_rw_run1,0
418,NaCl_1264_wo_rw_run1,0
419,NaCl_1264_wo_rw_run1,1
420,NaCl_1264_wo_rw_run1,0
421,NaCl_1264_wo_rw_run1,0
422,NaCl_1264_wo_rw_run1,1
423,NaCl_1264_wo_rw_run1,0
424,NaCl_1264_wo_rw_run1,1
425,NaCl_1264_wo_rw_run1,1
426,NaCl_1264_wo_rw_run1,0
427,NaCl_1264_wo_rw_run1,1
428,NaCl_1264_wo_rw_run1,0
429,NaCl_1264_wo_rw_run1,0
430,NaCl_1264_wo_rw_run1,0
431,NaCl_1264_wo_rw_run1,0
432,NaCl_1264_wo_rw_run1,0
433,NaCl_1264_wo_rw_run1,1
434,NaCl_1264_wo_rw_run1,1
435,NaCl_1264_wo_rw_run1,5
436,NaCl_1264_wo_rw_run1,0
437,NaCl_1264_wo_rw_run1,0
438,NaCl_1264_wo_rw_run1,3
439,NaCl_1264_wo_rw_run1,0
440,NaCl_1264_wo_rw_run1,12
441,NaCl_1264_wo_rw_run1,12
442,NaCl_1264_wo_rw_run1,0
443,NaCl_1264_wo_rw_run1,14
444,NaCl_1264_wo_rw_run1,5
445,NaCl_1264_wo_rw_run1,4
446,NaCl_1264_wo_rw_run1,4
447,NaCl_1264_wo_rw_run1,0
448,NaCl_1264_wo_rw_run1,1
449,NaCl_1264_wo_rw_run1,0
450,NaCl_1264_wo_rw_run1,5
451,NaCl_1264_wo_rw_run1,2
452,NaCl_1264_wo_rw_run1,1
453,NaCl_1264_wo_rw_run1,1
454,NaCl_1264_wo_rw_run1,1
455,NaCl_1264_wo_rw_run1,1
456,NaCl_1264_wo_rw_run1,0
457,NaCl_1264_wo_rw_run1,1
458,NaCl_1264_wo_rw_run1,1
459,NaCl_1264_wo_rw_run1,1
460,NaCl_1264_wo_rw_run1,1
461,NaCl_1264_wo_rw_run1,3
462,NaCl_1264_wo_rw_run1,2
463,NaCl_1264_wo_rw_run1,0
464,NaCl_1264_wo_rw_run1,1
465,NaCl_1264_wo_rw_run1,3
466,NaCl_1264_wo_rw_run1,3
467,NaCl_1264_wo_rw_run1,0
468,NaCl_1264_wo_rw_run1,4
469,NaCl_1264_wo_rw_run1,1
470,NaCl_1264_wo_rw_run1,1
471,NaCl_1264_wo_rw_run1,0
472,NaCl_1264_wo_rw_run1,1
473,NaCl_1264_wo_rw_run1,3
474,NaCl_1264_wo_rw_run1,1
475,NaCl_1264_wo_rw_run1,1
476,NaCl_1264_wo_rw_run1,0
477,NaCl_1264_wo_rw_run1,3
478,NaCl_1264_wo_rw_run1,1
479,NaCl_1264_wo_rw_run1,0
480,NaCl_1264_wo_rw_run1,3
481,NaCl_1264_wo_rw_run1,3
482,NaCl_1264_wo_rw_run1,1
483,NaCl_1264_wo_rw_run1,1
484,NaCl_1264_wo_rw_run1,1
485,NaCl_1264_wo_rw_run1,0
486,NaCl_1264_wo_rw_run1,2
487,NaCl_1264_wo_rw_run1,2
488,NaCl_1264_wo_rw_run1,1
489,NaCl_1264_wo_rw_run1,2
490,NaCl_1264_wo_rw_run1,3
491,NaCl_1264_wo_rw_run1,1
492,NaCl_1264_wo_rw_run1,1
493,NaCl_1264_wo_rw_run1,4
494,NaCl_1264_wo_rw_run1,3
495,NaCl_1264_wo_rw_run1,1
496,NaCl_1264_wo_rw_run1,2
497,NaCl_1264_wo_rw_run1,1
498,NaCl_1264_wo_rw_run1,0
499,NaCl_1264_wo_rw_run1,0
500,NaCl_1264_wo_rw_run1,0
501,NaCl_1264_wo_rw_run1,0
502,NaCl_1264_wo_rw_run1,0
503,NaCl_1264_wo_rw_run1,0
504,NaCl_1264_wo_rw_run1,2
505,NaCl_1264_wo_rw_run1,0
506,NaCl_1264_wo_rw_run1,3
507,NaCl_1264_wo_rw_run1,0
508,NaCl_1264_wo_rw_run1,1
509,NaCl_1264_wo_rw_run1,0
510,NaCl_1264_wo_rw_run1,2
511,NaCl_1264_wo_rw_run1,1
512,NaCl_1264_wo_rw_run1,2
513,NaCl_1264_wo_rw_run1,5
514,NaCl_1264_wo_rw_run1,4
515,NaCl_1264_wo_rw_run1,3
516,NaCl_1264_wo_rw_run1,3
517,NaCl_1264_wo_rw_run1,1
518,NaCl_1264_wo_rw_run1,0
519,NaCl_1264_wo_rw_run1,0
520,NaCl_1264_wo_rw_run1,3
521,NaCl_1264_wo_rw_run1,1
522,NaCl_1264_wo_rw_run1,4
523,NaCl_1264_wo_rw_run1,1
524,NaCl_1264_wo_rw_run1,6
525,NaCl_1264_wo_rw_run1,1
526,NaCl_1264_wo_rw_run1,3
527,NaCl_1264_wo_rw_run1,0
528,NaCl_1264_wo_rw_run1,4
529,NaCl_1264_wo_rw_run1,1
530,NaCl_1264_wo_rw_run1,0
531,NaCl_1264_wo_rw_run1,1
532,NaCl_1264_wo_rw_run1,1
533,NaCl_1264_wo_rw_run1,5
534,NaCl_1264_wo_rw_run1,5
535,NaCl_1264_wo_rw_run1,6
536,NaCl_1264_wo_rw_run1,5
537,NaCl_1264_wo_rw_run1,0
538,NaCl_1264_wo_rw_run1,0
539,NaCl_1264_wo_rw_run1,1
540,NaCl_1264_wo_rw_run1,0
541,NaCl_1264_wo_rw_run1,0
542,NaCl_1264_wo_rw_run1,2
543,NaCl_1264_wo_rw_run1,0
544,NaCl_1264_wo_rw_run1,0
545,NaCl_1264_wo_rw_run1,1
546,NaCl_1264_wo_rw_run1,0
547,NaCl_1264_wo_rw_run1,0
548,NaCl_1264_wo_rw_run1,0
549,NaCl_1264_wo_rw_run1,1
550,NaCl_1264_wo_rw_run1,1
551,NaCl_1264_wo_rw_run1,0
552,NaCl_1264_wo_rw_run1,1
553,NaCl_1264_wo_rw_run1,0
554,NaCl_1264_wo_rw_run1,1
555,NaCl_1264_wo_rw_run1,2
556,NaCl_1264_wo_rw_run1,0
557,NaCl_1264_wo_rw_run1,0
558,NaCl_1264_wo_rw_run1,0
559,NaCl_1264_wo_rw_run1,0
560,NaCl_1264_wo_rw_run1,0
561,NaCl_1264_wo_rw_run1,3
562,NaCl_1264_wo_rw_run1,0
563,NaCl_1264_wo_rw_run1,0
564,NaCl_1264_wo_rw_run1,0
565,NaCl_1264_wo_rw_run1,0
566,NaCl_1264_wo_rw_run1,0
567,NaCl_1264_wo_rw_run1,0
568,NaCl_1264_wo_rw_run1,0
569,NaCl_1264_wo_rw_run1,0
570,NaCl_1264_wo_rw_run1,0
571,NaCl_1264_wo_rw_run1,1
572,NaCl_1264_wo_rw_run1,0
573,NaCl_1264_wo_rw_run1,1
574,NaCl_1264_wo_rw_run1,2
575,NaCl_1264_wo_rw_run1,3
576,NaCl_1264_wo_rw_run1,0
577,NaCl_1264_wo_rw_run1,0
578,NaCl_1264_wo_rw_run1,0
579,NaCl_1264_wo_rw_run1,3
580,NaCl_1264_wo_rw_run1,1
581,NaCl_1264_wo_rw_run1,1
582,NaCl_1264_wo_rw_run1,0
583,NaCl_1264_wo_rw_run1,0
584,NaCl_1264_wo_rw_run1,0
585,NaCl_1264_wo_rw_run1,0
586,NaCl_1264_wo_rw_run1,0
587,NaCl_1264_wo_rw_run1,5
588,NaCl_1264_wo_rw_run1,3
589,NaCl_1264_wo_rw_run1,6
590,NaCl_1264_wo_rw_run1,7
591,NaCl_1264_wo_rw_run1,8
592,NaCl_1264_wo_rw_run1,0
593,NaCl_1264_wo_rw_run1,1
594,NaCl_1264_wo_rw_run1,1
595,NaCl_1264_wo_rw_run1,0
596,NaCl_1264_wo_rw_run1,0
597,NaCl_1264_wo_rw_run1,0
598,NaCl_1264_wo_rw_run1,0
599,NaCl_1264_wo_rw_run1,0
600,NaCl_1264_wo_rw_run1,0
601,NaCl_1264_wo_rw_run1,0
602,NaCl_1264_wo_rw_run1,0
603,NaCl_1264_wo_rw_run1,1
604,NaCl_1264_wo_rw_run1,0
605,NaCl_1264_wo_rw_run1,0
606,NaCl_1264_wo_rw_run1,0
607,NaCl_1264_wo_rw_run1,0
608,NaCl_1264_wo_rw_run1,1
609,NaCl_1264_wo_rw_run1,1
610,NaCl_1264_wo_rw_run1,0
611,NaCl_1264_wo_rw_run1,0
612,NaCl_1264_wo_rw_run1,0
613,NaCl_1264_wo_rw_run1,0
614,NaCl_1264_wo_rw_run1,0
615,NaCl_1264_wo_rw_run1,0
616,NaCl_1264_wo_rw_run1,1
617,NaCl_1264_wo_rw_run1,1
618,NaCl_1264_wo_rw_run1,1
619,NaCl_1264_wo_rw_run1,0
620,NaCl_1264_wo_rw_run1,2
621,NaCl_1264_wo_rw_run1,1
622,NaCl_1264_wo_rw_run1,3
623,NaCl_1264_wo_rw_run1,0
624,NaCl_1264_wo_rw_run1,1
625,NaCl_1264_wo_rw_run1,1
626,NaCl_1264_wo_rw_run1,1
627,NaCl_1264_wo_rw_run1,2
628,NaCl_1264_wo_rw_run1,1
629,NaCl_1264_wo_rw_run1,2
630,NaCl_1264_wo_rw_run1,0
631,NaCl_1264_wo_rw_run1,1
632,NaCl_1264_wo_rw_run1,0
633,NaCl_1264_wo_rw_run1,0
634,NaCl_1264_wo_rw_run1,1
635,NaCl_1264_wo_rw_run1,0
636,NaCl_1264_wo_rw_run1,1
637,NaCl_1264_wo_rw_run1,1
638,NaCl_1264_wo_rw_run1,1
639,NaCl_1264_wo_rw_run1,0
640,NaCl_1264_wo_rw_run1,0
641,NaCl_1264_wo_rw_run1,0
642,NaCl_1264_wo_rw_run1,1
643,NaCl_1264_wo_rw_run1,0
644,NaCl_1264_wo_rw_run1,2
645,NaCl_1264_wo_rw_run1,1
646,NaCl_1264_wo_rw_run1,1
647,NaCl_1264_wo_rw_run1,0
648,NaCl_1264_wo_rw_run1,0
649,NaCl_1264_wo_rw_run1,0
650,NaCl_1264_wo_rw_run1,0
651,NaCl_1264_wo_rw_run1,0
652,NaCl_1264_wo_rw_run1,1
653,NaCl_1264_wo_rw_run1,2
654,NaCl_1264_wo_rw_run1,0
655,NaCl_1264_wo_rw_run1,0
656,NaCl_1264_wo_rw_run1,0
657,NaCl_1264_wo_rw_run1,0
658,NaCl_1264_wo_rw_run1,0
659,NaCl_1264_wo_rw_run1,1
660,NaCl_1264_wo_rw_run1,0
661,NaCl_1264_wo_rw_run1,1
662,NaCl_1264_wo_rw_run1,3
663,NaCl_1264_wo_rw_run1,2
664,NaCl_1264_wo_rw_run1,0
