Frame,System,Number
50,NaCl_1264_wo_rw_run3,1
51,NaCl_1264_wo_rw_run3,1
52,NaCl_1264_wo_rw_run3,6
53,NaCl_1264_wo_rw_run3,1
54,NaCl_1264_wo_rw_run3,1
55,NaCl_1264_wo_rw_run3,8
56,NaCl_1264_wo_rw_run3,9
57,NaCl_1264_wo_rw_run3,5
58,NaCl_1264_wo_rw_run3,7
59,NaCl_1264_wo_rw_run3,2
60,NaCl_1264_wo_rw_run3,6
61,NaCl_1264_wo_rw_run3,11
62,NaCl_1264_wo_rw_run3,1
63,NaCl_1264_wo_rw_run3,2
64,NaCl_1264_wo_rw_run3,3
65,NaCl_1264_wo_rw_run3,1
66,NaCl_1264_wo_rw_run3,0
67,NaCl_1264_wo_rw_run3,6
68,NaCl_1264_wo_rw_run3,6
69,NaCl_1264_wo_rw_run3,1
70,NaCl_1264_wo_rw_run3,2
71,NaCl_1264_wo_rw_run3,8
72,NaCl_1264_wo_rw_run3,2
73,NaCl_1264_wo_rw_run3,10
74,NaCl_1264_wo_rw_run3,5
75,NaCl_1264_wo_rw_run3,5
76,NaCl_1264_wo_rw_run3,11
77,NaCl_1264_wo_rw_run3,8
78,NaCl_1264_wo_rw_run3,5
79,NaCl_1264_wo_rw_run3,6
80,NaCl_1264_wo_rw_run3,2
81,NaCl_1264_wo_rw_run3,6
82,NaCl_1264_wo_rw_run3,1
83,NaCl_1264_wo_rw_run3,5
84,NaCl_1264_wo_rw_run3,1
85,NaCl_1264_wo_rw_run3,0
86,NaCl_1264_wo_rw_run3,0
87,NaCl_1264_wo_rw_run3,1
88,NaCl_1264_wo_rw_run3,0
89,NaCl_1264_wo_rw_run3,0
90,NaCl_1264_wo_rw_run3,3
91,NaCl_1264_wo_rw_run3,10
92,NaCl_1264_wo_rw_run3,14
93,NaCl_1264_wo_rw_run3,17
94,NaCl_1264_wo_rw_run3,12
95,NaCl_1264_wo_rw_run3,14
96,NaCl_1264_wo_rw_run3,16
97,NaCl_1264_wo_rw_run3,6
98,NaCl_1264_wo_rw_run3,0
99,NaCl_1264_wo_rw_run3,0
100,NaCl_1264_wo_rw_run3,4
101,NaCl_1264_wo_rw_run3,1
102,NaCl_1264_wo_rw_run3,2
103,NaCl_1264_wo_rw_run3,4
104,NaCl_1264_wo_rw_run3,8
105,NaCl_1264_wo_rw_run3,1
106,NaCl_1264_wo_rw_run3,6
107,NaCl_1264_wo_rw_run3,2
108,NaCl_1264_wo_rw_run3,4
109,NaCl_1264_wo_rw_run3,0
110,NaCl_1264_wo_rw_run3,5
111,NaCl_1264_wo_rw_run3,5
112,NaCl_1264_wo_rw_run3,0
113,NaCl_1264_wo_rw_run3,3
114,NaCl_1264_wo_rw_run3,3
115,NaCl_1264_wo_rw_run3,2
116,NaCl_1264_wo_rw_run3,1
117,NaCl_1264_wo_rw_run3,1
118,NaCl_1264_wo_rw_run3,3
119,NaCl_1264_wo_rw_run3,3
120,NaCl_1264_wo_rw_run3,5
121,NaCl_1264_wo_rw_run3,3
122,NaCl_1264_wo_rw_run3,6
123,NaCl_1264_wo_rw_run3,3
124,NaCl_1264_wo_rw_run3,4
125,NaCl_1264_wo_rw_run3,1
126,NaCl_1264_wo_rw_run3,2
127,NaCl_1264_wo_rw_run3,1
128,NaCl_1264_wo_rw_run3,1
129,NaCl_1264_wo_rw_run3,6
130,NaCl_1264_wo_rw_run3,3
131,NaCl_1264_wo_rw_run3,0
132,NaCl_1264_wo_rw_run3,3
133,NaCl_1264_wo_rw_run3,2
134,NaCl_1264_wo_rw_run3,0
135,NaCl_1264_wo_rw_run3,1
136,NaCl_1264_wo_rw_run3,0
137,NaCl_1264_wo_rw_run3,0
138,NaCl_1264_wo_rw_run3,5
139,NaCl_1264_wo_rw_run3,1
140,NaCl_1264_wo_rw_run3,3
141,NaCl_1264_wo_rw_run3,6
142,NaCl_1264_wo_rw_run3,8
143,NaCl_1264_wo_rw_run3,7
144,NaCl_1264_wo_rw_run3,2
145,NaCl_1264_wo_rw_run3,4
146,NaCl_1264_wo_rw_run3,4
147,NaCl_1264_wo_rw_run3,1
148,NaCl_1264_wo_rw_run3,0
149,NaCl_1264_wo_rw_run3,3
150,NaCl_1264_wo_rw_run3,4
151,NaCl_1264_wo_rw_run3,0
152,NaCl_1264_wo_rw_run3,3
153,NaCl_1264_wo_rw_run3,4
154,NaCl_1264_wo_rw_run3,0
155,NaCl_1264_wo_rw_run3,0
156,NaCl_1264_wo_rw_run3,0
157,NaCl_1264_wo_rw_run3,1
158,NaCl_1264_wo_rw_run3,1
159,NaCl_1264_wo_rw_run3,1
160,NaCl_1264_wo_rw_run3,1
161,NaCl_1264_wo_rw_run3,5
162,NaCl_1264_wo_rw_run3,6
163,NaCl_1264_wo_rw_run3,3
164,NaCl_1264_wo_rw_run3,2
165,NaCl_1264_wo_rw_run3,2
166,NaCl_1264_wo_rw_run3,4
167,NaCl_1264_wo_rw_run3,0
168,NaCl_1264_wo_rw_run3,3
169,NaCl_1264_wo_rw_run3,3
170,NaCl_1264_wo_rw_run3,0
171,NaCl_1264_wo_rw_run3,1
172,NaCl_1264_wo_rw_run3,1
173,NaCl_1264_wo_rw_run3,1
174,NaCl_1264_wo_rw_run3,3
175,NaCl_1264_wo_rw_run3,0
176,NaCl_1264_wo_rw_run3,0
177,NaCl_1264_wo_rw_run3,1
178,NaCl_1264_wo_rw_run3,1
179,NaCl_1264_wo_rw_run3,4
180,NaCl_1264_wo_rw_run3,0
181,NaCl_1264_wo_rw_run3,2
182,NaCl_1264_wo_rw_run3,3
183,NaCl_1264_wo_rw_run3,0
184,NaCl_1264_wo_rw_run3,3
185,NaCl_1264_wo_rw_run3,3
186,NaCl_1264_wo_rw_run3,1
187,NaCl_1264_wo_rw_run3,5
188,NaCl_1264_wo_rw_run3,9
189,NaCl_1264_wo_rw_run3,13
190,NaCl_1264_wo_rw_run3,14
191,NaCl_1264_wo_rw_run3,15
192,NaCl_1264_wo_rw_run3,14
193,NaCl_1264_wo_rw_run3,12
194,NaCl_1264_wo_rw_run3,7
195,NaCl_1264_wo_rw_run3,17
196,NaCl_1264_wo_rw_run3,9
197,NaCl_1264_wo_rw_run3,9
198,NaCl_1264_wo_rw_run3,9
199,NaCl_1264_wo_rw_run3,11
200,NaCl_1264_wo_rw_run3,11
201,NaCl_1264_wo_rw_run3,6
202,NaCl_1264_wo_rw_run3,5
203,NaCl_1264_wo_rw_run3,4
204,NaCl_1264_wo_rw_run3,2
205,NaCl_1264_wo_rw_run3,1
206,NaCl_1264_wo_rw_run3,1
207,NaCl_1264_wo_rw_run3,1
208,NaCl_1264_wo_rw_run3,1
209,NaCl_1264_wo_rw_run3,2
210,NaCl_1264_wo_rw_run3,1
211,NaCl_1264_wo_rw_run3,3
212,NaCl_1264_wo_rw_run3,0
213,NaCl_1264_wo_rw_run3,0
214,NaCl_1264_wo_rw_run3,1
215,NaCl_1264_wo_rw_run3,3
216,NaCl_1264_wo_rw_run3,0
217,NaCl_1264_wo_rw_run3,0
218,NaCl_1264_wo_rw_run3,3
219,NaCl_1264_wo_rw_run3,2
220,NaCl_1264_wo_rw_run3,2
221,NaCl_1264_wo_rw_run3,1
222,NaCl_1264_wo_rw_run3,1
223,NaCl_1264_wo_rw_run3,3
224,NaCl_1264_wo_rw_run3,1
225,NaCl_1264_wo_rw_run3,3
226,NaCl_1264_wo_rw_run3,1
227,NaCl_1264_wo_rw_run3,1
228,NaCl_1264_wo_rw_run3,4
229,NaCl_1264_wo_rw_run3,4
230,NaCl_1264_wo_rw_run3,1
231,NaCl_1264_wo_rw_run3,1
232,NaCl_1264_wo_rw_run3,5
233,NaCl_1264_wo_rw_run3,2
234,NaCl_1264_wo_rw_run3,3
235,NaCl_1264_wo_rw_run3,4
236,NaCl_1264_wo_rw_run3,2
237,NaCl_1264_wo_rw_run3,6
238,NaCl_1264_wo_rw_run3,2
239,NaCl_1264_wo_rw_run3,1
240,NaCl_1264_wo_rw_run3,1
241,NaCl_1264_wo_rw_run3,3
242,NaCl_1264_wo_rw_run3,4
243,NaCl_1264_wo_rw_run3,5
244,NaCl_1264_wo_rw_run3,1
245,NaCl_1264_wo_rw_run3,1
246,NaCl_1264_wo_rw_run3,0
247,NaCl_1264_wo_rw_run3,1
248,NaCl_1264_wo_rw_run3,0
249,NaCl_1264_wo_rw_run3,0
250,NaCl_1264_wo_rw_run3,1
251,NaCl_1264_wo_rw_run3,0
252,NaCl_1264_wo_rw_run3,2
253,NaCl_1264_wo_rw_run3,0
254,NaCl_1264_wo_rw_run3,1
255,NaCl_1264_wo_rw_run3,7
256,NaCl_1264_wo_rw_run3,2
257,NaCl_1264_wo_rw_run3,2
258,NaCl_1264_wo_rw_run3,6
259,NaCl_1264_wo_rw_run3,5
260,NaCl_1264_wo_rw_run3,5
261,NaCl_1264_wo_rw_run3,1
262,NaCl_1264_wo_rw_run3,1
263,NaCl_1264_wo_rw_run3,0
264,NaCl_1264_wo_rw_run3,0
265,NaCl_1264_wo_rw_run3,4
266,NaCl_1264_wo_rw_run3,0
267,NaCl_1264_wo_rw_run3,2
268,NaCl_1264_wo_rw_run3,1
269,NaCl_1264_wo_rw_run3,0
270,NaCl_1264_wo_rw_run3,1
271,NaCl_1264_wo_rw_run3,1
272,NaCl_1264_wo_rw_run3,1
273,NaCl_1264_wo_rw_run3,2
274,NaCl_1264_wo_rw_run3,2
275,NaCl_1264_wo_rw_run3,3
276,NaCl_1264_wo_rw_run3,2
277,NaCl_1264_wo_rw_run3,2
278,NaCl_1264_wo_rw_run3,1
279,NaCl_1264_wo_rw_run3,1
280,NaCl_1264_wo_rw_run3,5
281,NaCl_1264_wo_rw_run3,0
282,NaCl_1264_wo_rw_run3,0
283,NaCl_1264_wo_rw_run3,2
284,NaCl_1264_wo_rw_run3,1
285,NaCl_1264_wo_rw_run3,1
286,NaCl_1264_wo_rw_run3,1
287,NaCl_1264_wo_rw_run3,0
288,NaCl_1264_wo_rw_run3,1
289,NaCl_1264_wo_rw_run3,1
290,NaCl_1264_wo_rw_run3,1
291,NaCl_1264_wo_rw_run3,1
292,NaCl_1264_wo_rw_run3,2
293,NaCl_1264_wo_rw_run3,2
294,NaCl_1264_wo_rw_run3,1
295,NaCl_1264_wo_rw_run3,1
296,NaCl_1264_wo_rw_run3,2
297,NaCl_1264_wo_rw_run3,1
298,NaCl_1264_wo_rw_run3,0
299,NaCl_1264_wo_rw_run3,2
300,NaCl_1264_wo_rw_run3,2
301,NaCl_1264_wo_rw_run3,1
302,NaCl_1264_wo_rw_run3,1
303,NaCl_1264_wo_rw_run3,1
304,NaCl_1264_wo_rw_run3,1
305,NaCl_1264_wo_rw_run3,1
306,NaCl_1264_wo_rw_run3,2
307,NaCl_1264_wo_rw_run3,1
308,NaCl_1264_wo_rw_run3,1
309,NaCl_1264_wo_rw_run3,1
310,NaCl_1264_wo_rw_run3,1
311,NaCl_1264_wo_rw_run3,3
312,NaCl_1264_wo_rw_run3,0
313,NaCl_1264_wo_rw_run3,1
314,NaCl_1264_wo_rw_run3,0
315,NaCl_1264_wo_rw_run3,1
316,NaCl_1264_wo_rw_run3,3
317,NaCl_1264_wo_rw_run3,1
318,NaCl_1264_wo_rw_run3,2
319,NaCl_1264_wo_rw_run3,1
320,NaCl_1264_wo_rw_run3,5
321,NaCl_1264_wo_rw_run3,4
322,NaCl_1264_wo_rw_run3,2
323,NaCl_1264_wo_rw_run3,1
324,NaCl_1264_wo_rw_run3,4
325,NaCl_1264_wo_rw_run3,2
326,NaCl_1264_wo_rw_run3,0
327,NaCl_1264_wo_rw_run3,0
328,NaCl_1264_wo_rw_run3,0
329,NaCl_1264_wo_rw_run3,0
330,NaCl_1264_wo_rw_run3,10
331,NaCl_1264_wo_rw_run3,0
332,NaCl_1264_wo_rw_run3,3
333,NaCl_1264_wo_rw_run3,1
334,NaCl_1264_wo_rw_run3,0
335,NaCl_1264_wo_rw_run3,1
336,NaCl_1264_wo_rw_run3,4
337,NaCl_1264_wo_rw_run3,1
338,NaCl_1264_wo_rw_run3,0
339,NaCl_1264_wo_rw_run3,0
340,NaCl_1264_wo_rw_run3,1
341,NaCl_1264_wo_rw_run3,0
342,NaCl_1264_wo_rw_run3,2
343,NaCl_1264_wo_rw_run3,1
344,NaCl_1264_wo_rw_run3,0
345,NaCl_1264_wo_rw_run3,0
346,NaCl_1264_wo_rw_run3,0
347,NaCl_1264_wo_rw_run3,0
348,NaCl_1264_wo_rw_run3,2
349,NaCl_1264_wo_rw_run3,0
350,NaCl_1264_wo_rw_run3,0
351,NaCl_1264_wo_rw_run3,0
352,NaCl_1264_wo_rw_run3,0
353,NaCl_1264_wo_rw_run3,1
354,NaCl_1264_wo_rw_run3,1
355,NaCl_1264_wo_rw_run3,0
356,NaCl_1264_wo_rw_run3,0
357,NaCl_1264_wo_rw_run3,1
358,NaCl_1264_wo_rw_run3,2
359,NaCl_1264_wo_rw_run3,4
360,NaCl_1264_wo_rw_run3,4
361,NaCl_1264_wo_rw_run3,7
362,NaCl_1264_wo_rw_run3,1
363,NaCl_1264_wo_rw_run3,2
364,NaCl_1264_wo_rw_run3,0
365,NaCl_1264_wo_rw_run3,0
366,NaCl_1264_wo_rw_run3,1
367,NaCl_1264_wo_rw_run3,1
368,NaCl_1264_wo_rw_run3,1
369,NaCl_1264_wo_rw_run3,0
370,NaCl_1264_wo_rw_run3,0
371,NaCl_1264_wo_rw_run3,0
372,NaCl_1264_wo_rw_run3,1
373,NaCl_1264_wo_rw_run3,1
374,NaCl_1264_wo_rw_run3,0
375,NaCl_1264_wo_rw_run3,1
376,NaCl_1264_wo_rw_run3,1
377,NaCl_1264_wo_rw_run3,0
378,NaCl_1264_wo_rw_run3,0
379,NaCl_1264_wo_rw_run3,1
380,NaCl_1264_wo_rw_run3,0
381,NaCl_1264_wo_rw_run3,0
382,NaCl_1264_wo_rw_run3,1
383,NaCl_1264_wo_rw_run3,1
384,NaCl_1264_wo_rw_run3,1
385,NaCl_1264_wo_rw_run3,0
386,NaCl_1264_wo_rw_run3,0
387,NaCl_1264_wo_rw_run3,0
388,NaCl_1264_wo_rw_run3,0
389,NaCl_1264_wo_rw_run3,1
390,NaCl_1264_wo_rw_run3,1
391,NaCl_1264_wo_rw_run3,2
392,NaCl_1264_wo_rw_run3,0
393,NaCl_1264_wo_rw_run3,1
394,NaCl_1264_wo_rw_run3,1
395,NaCl_1264_wo_rw_run3,2
396,NaCl_1264_wo_rw_run3,1
397,NaCl_1264_wo_rw_run3,0
398,NaCl_1264_wo_rw_run3,0
399,NaCl_1264_wo_rw_run3,1
400,NaCl_1264_wo_rw_run3,0
401,NaCl_1264_wo_rw_run3,0
402,NaCl_1264_wo_rw_run3,0
403,NaCl_1264_wo_rw_run3,0
404,NaCl_1264_wo_rw_run3,0
405,NaCl_1264_wo_rw_run3,0
406,NaCl_1264_wo_rw_run3,0
407,NaCl_1264_wo_rw_run3,1
408,NaCl_1264_wo_rw_run3,1
409,NaCl_1264_wo_rw_run3,0
410,NaCl_1264_wo_rw_run3,0
411,NaCl_1264_wo_rw_run3,0
412,NaCl_1264_wo_rw_run3,0
413,NaCl_1264_wo_rw_run3,1
414,NaCl_1264_wo_rw_run3,1
415,NaCl_1264_wo_rw_run3,1
416,NaCl_1264_wo_rw_run3,2
417,NaCl_1264_wo_rw_run3,0
418,NaCl_1264_wo_rw_run3,3
419,NaCl_1264_wo_rw_run3,2
420,NaCl_1264_wo_rw_run3,9
421,NaCl_1264_wo_rw_run3,6
422,NaCl_1264_wo_rw_run3,6
423,NaCl_1264_wo_rw_run3,11
424,NaCl_1264_wo_rw_run3,5
425,NaCl_1264_wo_rw_run3,5
426,NaCl_1264_wo_rw_run3,10
427,NaCl_1264_wo_rw_run3,9
428,NaCl_1264_wo_rw_run3,13
429,NaCl_1264_wo_rw_run3,9
430,NaCl_1264_wo_rw_run3,10
431,NaCl_1264_wo_rw_run3,12
432,NaCl_1264_wo_rw_run3,8
433,NaCl_1264_wo_rw_run3,11
434,NaCl_1264_wo_rw_run3,13
435,NaCl_1264_wo_rw_run3,12
436,NaCl_1264_wo_rw_run3,9
437,NaCl_1264_wo_rw_run3,12
438,NaCl_1264_wo_rw_run3,12
439,NaCl_1264_wo_rw_run3,10
440,NaCl_1264_wo_rw_run3,6
441,NaCl_1264_wo_rw_run3,9
442,NaCl_1264_wo_rw_run3,7
443,NaCl_1264_wo_rw_run3,4
444,NaCl_1264_wo_rw_run3,2
445,NaCl_1264_wo_rw_run3,3
446,NaCl_1264_wo_rw_run3,1
447,NaCl_1264_wo_rw_run3,1
448,NaCl_1264_wo_rw_run3,2
449,NaCl_1264_wo_rw_run3,1
450,NaCl_1264_wo_rw_run3,0
451,NaCl_1264_wo_rw_run3,2
452,NaCl_1264_wo_rw_run3,3
453,NaCl_1264_wo_rw_run3,1
454,NaCl_1264_wo_rw_run3,1
455,NaCl_1264_wo_rw_run3,1
456,NaCl_1264_wo_rw_run3,1
457,NaCl_1264_wo_rw_run3,1
458,NaCl_1264_wo_rw_run3,6
459,NaCl_1264_wo_rw_run3,7
460,NaCl_1264_wo_rw_run3,3
461,NaCl_1264_wo_rw_run3,5
462,NaCl_1264_wo_rw_run3,2
463,NaCl_1264_wo_rw_run3,3
464,NaCl_1264_wo_rw_run3,3
465,NaCl_1264_wo_rw_run3,2
466,NaCl_1264_wo_rw_run3,3
467,NaCl_1264_wo_rw_run3,2
468,NaCl_1264_wo_rw_run3,2
469,NaCl_1264_wo_rw_run3,0
470,NaCl_1264_wo_rw_run3,0
471,NaCl_1264_wo_rw_run3,2
472,NaCl_1264_wo_rw_run3,2
473,NaCl_1264_wo_rw_run3,2
474,NaCl_1264_wo_rw_run3,0
475,NaCl_1264_wo_rw_run3,0
476,NaCl_1264_wo_rw_run3,1
477,NaCl_1264_wo_rw_run3,1
478,NaCl_1264_wo_rw_run3,1
479,NaCl_1264_wo_rw_run3,1
480,NaCl_1264_wo_rw_run3,1
481,NaCl_1264_wo_rw_run3,0
482,NaCl_1264_wo_rw_run3,0
483,NaCl_1264_wo_rw_run3,0
484,NaCl_1264_wo_rw_run3,1
485,NaCl_1264_wo_rw_run3,1
486,NaCl_1264_wo_rw_run3,5
487,NaCl_1264_wo_rw_run3,7
488,NaCl_1264_wo_rw_run3,3
489,NaCl_1264_wo_rw_run3,1
490,NaCl_1264_wo_rw_run3,4
491,NaCl_1264_wo_rw_run3,1
492,NaCl_1264_wo_rw_run3,7
493,NaCl_1264_wo_rw_run3,1
494,NaCl_1264_wo_rw_run3,8
495,NaCl_1264_wo_rw_run3,1
496,NaCl_1264_wo_rw_run3,8
497,NaCl_1264_wo_rw_run3,2
498,NaCl_1264_wo_rw_run3,5
499,NaCl_1264_wo_rw_run3,1
500,NaCl_1264_wo_rw_run3,0
501,NaCl_1264_wo_rw_run3,0
502,NaCl_1264_wo_rw_run3,1
503,NaCl_1264_wo_rw_run3,1
504,NaCl_1264_wo_rw_run3,4
505,NaCl_1264_wo_rw_run3,0
506,NaCl_1264_wo_rw_run3,1
507,NaCl_1264_wo_rw_run3,0
508,NaCl_1264_wo_rw_run3,3
509,NaCl_1264_wo_rw_run3,1
510,NaCl_1264_wo_rw_run3,1
511,NaCl_1264_wo_rw_run3,1
512,NaCl_1264_wo_rw_run3,0
513,NaCl_1264_wo_rw_run3,3
514,NaCl_1264_wo_rw_run3,4
515,NaCl_1264_wo_rw_run3,7
516,NaCl_1264_wo_rw_run3,4
517,NaCl_1264_wo_rw_run3,8
518,NaCl_1264_wo_rw_run3,0
519,NaCl_1264_wo_rw_run3,1
520,NaCl_1264_wo_rw_run3,1
521,NaCl_1264_wo_rw_run3,1
522,NaCl_1264_wo_rw_run3,0
523,NaCl_1264_wo_rw_run3,1
524,NaCl_1264_wo_rw_run3,0
525,NaCl_1264_wo_rw_run3,1
526,NaCl_1264_wo_rw_run3,4
527,NaCl_1264_wo_rw_run3,3
528,NaCl_1264_wo_rw_run3,1
529,NaCl_1264_wo_rw_run3,6
530,NaCl_1264_wo_rw_run3,1
531,NaCl_1264_wo_rw_run3,6
532,NaCl_1264_wo_rw_run3,0
533,NaCl_1264_wo_rw_run3,0
534,NaCl_1264_wo_rw_run3,1
535,NaCl_1264_wo_rw_run3,1
536,NaCl_1264_wo_rw_run3,1
537,NaCl_1264_wo_rw_run3,2
538,NaCl_1264_wo_rw_run3,1
539,NaCl_1264_wo_rw_run3,0
540,NaCl_1264_wo_rw_run3,0
541,NaCl_1264_wo_rw_run3,6
542,NaCl_1264_wo_rw_run3,0
543,NaCl_1264_wo_rw_run3,1
544,NaCl_1264_wo_rw_run3,1
545,NaCl_1264_wo_rw_run3,0
546,NaCl_1264_wo_rw_run3,1
547,NaCl_1264_wo_rw_run3,2
548,NaCl_1264_wo_rw_run3,1
549,NaCl_1264_wo_rw_run3,6
550,NaCl_1264_wo_rw_run3,3
551,NaCl_1264_wo_rw_run3,2
552,NaCl_1264_wo_rw_run3,4
553,NaCl_1264_wo_rw_run3,1
554,NaCl_1264_wo_rw_run3,1
555,NaCl_1264_wo_rw_run3,0
556,NaCl_1264_wo_rw_run3,1
557,NaCl_1264_wo_rw_run3,3
558,NaCl_1264_wo_rw_run3,1
559,NaCl_1264_wo_rw_run3,1
560,NaCl_1264_wo_rw_run3,0
561,NaCl_1264_wo_rw_run3,2
562,NaCl_1264_wo_rw_run3,1
563,NaCl_1264_wo_rw_run3,0
564,NaCl_1264_wo_rw_run3,1
565,NaCl_1264_wo_rw_run3,1
566,NaCl_1264_wo_rw_run3,0
567,NaCl_1264_wo_rw_run3,3
568,NaCl_1264_wo_rw_run3,1
569,NaCl_1264_wo_rw_run3,3
570,NaCl_1264_wo_rw_run3,6
571,NaCl_1264_wo_rw_run3,0
572,NaCl_1264_wo_rw_run3,2
573,NaCl_1264_wo_rw_run3,0
574,NaCl_1264_wo_rw_run3,2
575,NaCl_1264_wo_rw_run3,4
576,NaCl_1264_wo_rw_run3,5
577,NaCl_1264_wo_rw_run3,1
578,NaCl_1264_wo_rw_run3,1
579,NaCl_1264_wo_rw_run3,1
580,NaCl_1264_wo_rw_run3,2
581,NaCl_1264_wo_rw_run3,1
582,NaCl_1264_wo_rw_run3,0
583,NaCl_1264_wo_rw_run3,7
584,NaCl_1264_wo_rw_run3,1
585,NaCl_1264_wo_rw_run3,6
586,NaCl_1264_wo_rw_run3,7
587,NaCl_1264_wo_rw_run3,7
588,NaCl_1264_wo_rw_run3,2
589,NaCl_1264_wo_rw_run3,1
590,NaCl_1264_wo_rw_run3,0
591,NaCl_1264_wo_rw_run3,0
592,NaCl_1264_wo_rw_run3,4
593,NaCl_1264_wo_rw_run3,4
594,NaCl_1264_wo_rw_run3,1
595,NaCl_1264_wo_rw_run3,1
596,NaCl_1264_wo_rw_run3,0
597,NaCl_1264_wo_rw_run3,0
598,NaCl_1264_wo_rw_run3,0
599,NaCl_1264_wo_rw_run3,4
600,NaCl_1264_wo_rw_run3,1
601,NaCl_1264_wo_rw_run3,0
602,NaCl_1264_wo_rw_run3,3
603,NaCl_1264_wo_rw_run3,0
604,NaCl_1264_wo_rw_run3,1
605,NaCl_1264_wo_rw_run3,0
606,NaCl_1264_wo_rw_run3,2
607,NaCl_1264_wo_rw_run3,0
608,NaCl_1264_wo_rw_run3,3
609,NaCl_1264_wo_rw_run3,0
610,NaCl_1264_wo_rw_run3,4
611,NaCl_1264_wo_rw_run3,3
612,NaCl_1264_wo_rw_run3,1
613,NaCl_1264_wo_rw_run3,19
614,NaCl_1264_wo_rw_run3,0
615,NaCl_1264_wo_rw_run3,11
616,NaCl_1264_wo_rw_run3,5
617,NaCl_1264_wo_rw_run3,1
618,NaCl_1264_wo_rw_run3,0
619,NaCl_1264_wo_rw_run3,2
620,NaCl_1264_wo_rw_run3,1
621,NaCl_1264_wo_rw_run3,0
622,NaCl_1264_wo_rw_run3,0
623,NaCl_1264_wo_rw_run3,0
624,NaCl_1264_wo_rw_run3,1
625,NaCl_1264_wo_rw_run3,2
626,NaCl_1264_wo_rw_run3,1
627,NaCl_1264_wo_rw_run3,1
628,NaCl_1264_wo_rw_run3,7
629,NaCl_1264_wo_rw_run3,1
630,NaCl_1264_wo_rw_run3,3
631,NaCl_1264_wo_rw_run3,0
632,NaCl_1264_wo_rw_run3,0
633,NaCl_1264_wo_rw_run3,1
634,NaCl_1264_wo_rw_run3,0
635,NaCl_1264_wo_rw_run3,5
636,NaCl_1264_wo_rw_run3,0
637,NaCl_1264_wo_rw_run3,0
638,NaCl_1264_wo_rw_run3,3
639,NaCl_1264_wo_rw_run3,1
640,NaCl_1264_wo_rw_run3,0
641,NaCl_1264_wo_rw_run3,0
642,NaCl_1264_wo_rw_run3,0
643,NaCl_1264_wo_rw_run3,0
644,NaCl_1264_wo_rw_run3,2
645,NaCl_1264_wo_rw_run3,7
646,NaCl_1264_wo_rw_run3,3
647,NaCl_1264_wo_rw_run3,1
648,NaCl_1264_wo_rw_run3,2
649,NaCl_1264_wo_rw_run3,1
650,NaCl_1264_wo_rw_run3,1
651,NaCl_1264_wo_rw_run3,1
652,NaCl_1264_wo_rw_run3,1
653,NaCl_1264_wo_rw_run3,4
654,NaCl_1264_wo_rw_run3,1
655,NaCl_1264_wo_rw_run3,1
656,NaCl_1264_wo_rw_run3,1
657,NaCl_1264_wo_rw_run3,1
658,NaCl_1264_wo_rw_run3,2
659,NaCl_1264_wo_rw_run3,1
660,NaCl_1264_wo_rw_run3,0
661,NaCl_1264_wo_rw_run3,1
662,NaCl_1264_wo_rw_run3,4
663,NaCl_1264_wo_rw_run3,0
664,NaCl_1264_wo_rw_run3,5
