Frame,minor_groove,major_groove,DNA_backbone,DNA_gap,histone_tail,histone_core,interface
4375,8,11,22,13,3,10,9
4400,8,11,22,10,0,10,15
4425,9,12,22,10,2,10,11
4450,9,13,21,12,1,10,12
4475,9,14,20,13,2,11,8
4500,9,12,16,11,4,11,11
4525,9,12,15,13,2,12,14
4550,9,12,18,14,3,11,13
4575,10,14,18,13,1,11,11
4600,10,14,16,10,1,12,10
4625,9,14,16,11,0,13,12
4650,9,14,19,10,3,12,8
4675,10,15,17,10,2,12,9
4700,9,15,19,10,3,12,8
4725,7,16,19,10,3,11,9
4750,10,18,15,10,3,10,9
4775,9,16,17,9,3,10,10
4800,9,17,18,9,1,12,10
4825,10,17,15,9,3,11,9
4850,9,16,18,10,3,11,10
4875,9,14,21,11,2,11,11
4900,9,14,17,11,4,11,10
4925,7,14,19,11,2,10,12
4950,9,15,21,12,1,13,10
4975,7,13,21,15,3,14,10
5000,8,13,23,13,3,14,9
5025,7,14,20,16,2,12,12
5050,8,15,15,14,2,14,10
5075,7,16,19,15,4,11,11
5100,7,13,18,16,1,13,12
5125,8,18,19,12,1,14,9
5150,9,16,18,17,1,13,10
5175,9,16,17,13,2,13,10
5200,8,14,23,16,2,13,10
5225,10,15,19,13,3,11,10
5250,7,10,29,17,2,12,10
5275,7,12,21,16,3,12,13
5300,6,12,25,18,2,12,13
5325,8,13,19,15,3,11,10
5350,8,11,23,14,4,11,8
5375,9,14,21,14,4,11,8
5400,9,14,21,15,3,11,9
5425,8,14,19,12,4,11,10
5450,10,12,19,13,4,14,9
5475,9,12,21,15,4,13,11
5500,10,10,19,12,4,12,10
5525,10,11,19,13,5,12,10
5550,11,10,23,13,4,13,8
5575,10,12,21,14,5,11,8
5600,10,12,21,14,4,11,9
5625,11,10,21,14,4,9,10
5650,11,12,21,14,5,9,11
5675,11,12,22,17,4,10,10
5700,11,13,22,13,4,10,10
5725,10,15,18,13,4,9,12
5750,11,15,16,14,4,10,11
5775,11,17,16,15,5,10,10
5800,10,15,19,13,4,10,12
5825,11,14,18,12,5,12,9
5850,9,11,20,13,4,10,11
5875,8,15,20,11,5,11,10
5900,9,13,19,13,4,12,6
5925,10,12,26,13,5,12,6
5950,10,15,18,13,5,11,9
5975,10,14,22,15,4,12,9
6000,10,15,21,14,4,12,10
6025,10,13,21,13,4,11,9
6050,10,12,25,15,4,11,10
6075,9,12,24,14,5,12,7
6100,10,15,20,10,4,12,8
6125,9,15,22,11,5,13,7
6150,8,14,25,14,6,12,7
6175,9,12,23,14,6,13,7
6200,11,12,20,14,5,13,8
6225,10,11,22,9,4,13,10
6250,11,11,22,11,4,13,9
6275,11,12,21,11,4,14,9
6300,12,11,19,10,5,14,6
6325,12,9,21,12,4,14,7
6350,12,9,20,11,4,12,7
6375,12,12,21,11,5,11,9
6400,13,12,19,11,5,13,7
6425,13,11,18,11,5,12,8
6450,11,13,18,10,4,13,8
6475,9,15,20,11,5,13,8
6500,11,14,22,12,5,12,8
6525,10,14,20,13,5,13,8
6550,11,11,21,12,4,13,7
6575,10,11,23,10,5,13,7
6600,11,13,18,10,5,12,10
6625,11,15,18,10,5,13,9
6650,11,14,20,12,4,13,9
6675,9,13,19,12,3,13,12
6700,9,10,24,10,4,14,8
6725,9,12,21,9,4,13,9
6750,9,13,21,11,3,13,10
6775,9,13,22,11,4,14,9
6800,9,13,19,11,4,12,12
6825,9,15,20,14,5,13,9
6850,8,10,25,13,3,14,10
6875,9,14,19,13,3,14,10
6900,9,14,19,12,3,15,9
6925,8,14,22,11,4,13,8
6950,8,16,18,12,3,14,11
6975,11,15,19,11,3,13,9
7000,11,13,22,11,4,13,8
7025,11,14,21,13,2,13,10
7050,11,14,19,14,2,12,11
7075,11,16,17,11,2,14,10
7100,10,13,21,14,1,13,13
7125,9,15,21,13,1,11,13
7150,10,13,25,14,3,14,8
7175,8,10,28,17,1,14,11
7200,10,11,24,15,1,14,11
7225,11,14,20,13,2,15,9
7250,11,11,21,13,2,16,10
7275,10,11,26,14,3,15,8
7300,10,14,21,14,2,15,12
7325,10,10,26,17,0,13,15
7350,8,12,22,13,1,13,11
7375,9,11,23,15,0,15,12
7400,11,12,21,14,3,15,12
7425,12,12,23,15,0,14,13
7450,12,15,18,12,0,15,12
7475,12,15,17,12,1,14,13
7500,12,13,20,15,0,16,12
7525,12,12,17,13,0,15,14
7550,12,12,20,12,0,16,14
7575,10,11,21,15,1,16,13
7600,11,13,17,15,0,16,12
7625,10,13,19,16,0,12,14
7650,12,12,16,12,0,14,14
7675,12,12,18,13,2,13,16
7700,11,13,18,15,1,14,13
7725,10,15,19,13,2,15,9
7750,10,12,18,15,2,16,11
7775,12,13,16,16,3,15,12
7800,11,13,16,12,1,16,12
7825,11,16,15,11,3,16,11
7850,11,14,17,13,2,17,9
7875,11,12,16,14,3,16,12
7900,10,10,16,17,1,16,14
7925,12,13,12,13,1,16,12
7950,11,12,15,13,1,17,11
7975,12,12,14,13,2,17,8
8000,12,14,13,13,2,16,11
8025,12,13,12,14,3,17,9
8050,12,15,13,14,2,17,10
8075,12,16,11,11,2,17,9
8100,11,16,15,12,0,17,10
8125,10,13,17,11,0,16,12
8150,11,14,14,11,0,16,11
8175,12,14,15,14,2,16,10
8200,13,17,9,13,0,17,12
8225,12,18,10,11,1,15,13
8250,12,16,13,13,0,16,12
8275,11,14,13,12,1,18,9
8300,12,16,13,10,1,17,10
8325,12,15,13,12,2,16,11
8350,12,13,18,11,0,17,11
8375,12,15,14,10,2,17,10
8400,13,16,13,11,1,17,11
8425,13,15,12,9,1,16,13
8450,13,17,12,8,0,17,11
8475,12,15,13,9,0,16,13
8500,11,15,19,12,1,15,13
8525,10,13,18,15,0,14,15
8550,13,13,15,11,0,15,13
8575,14,16,13,11,0,15,12
8600,14,12,14,9,2,14,11
8625,14,13,18,12,0,15,12
8650,13,12,15,12,2,15,13
8675,12,10,16,11,2,15,16
8700,11,10,20,15,2,15,12
8725,11,11,18,11,3,17,9
8750,13,9,19,13,1,16,13
8775,14,10,21,13,1,16,11
8800,10,13,20,15,1,16,12
8825,12,13,20,15,0,15,14
8850,12,10,22,17,0,17,12
8875,10,11,20,15,0,16,14
8900,11,13,21,16,1,15,14
8925,13,9,21,18,2,17,13
8950,12,12,17,16,1,15,13
8975,11,14,21,15,1,16,12
9000,11,11,22,17,2,16,13
9025,10,13,23,17,2,16,12
9050,11,14,23,17,2,16,11
9075,10,13,25,17,3,17,9
9100,10,11,23,18,2,16,13
9125,11,14,20,16,2,16,13
9150,10,12,25,18,2,15,13
9175,9,13,22,20,1,17,10
9200,5,13,29,18,1,15,13
9225,6,15,23,16,2,16,14
9250,6,15,21,14,1,15,15
9275,6,15,23,12,1,16,13
9300,6,13,26,13,0,16,13
9325,6,16,22,13,0,16,12
9350,6,15,23,18,1,17,10
9375,7,14,24,14,0,16,14
9400,7,15,21,16,1,15,13
9425,6,15,25,17,1,16,13
9450,7,11,27,18,1,17,13
9475,7,13,25,19,1,17,11
9500,8,12,22,19,1,18,13
9525,8,20,20,17,1,16,13
9550,7,16,22,17,1,14,14
9575,7,16,24,17,1,16,11
9600,5,17,24,17,1,14,14
9625,4,16,26,18,1,15,11
9650,5,16,28,17,1,15,13
9675,6,13,27,20,1,14,13
9700,7,15,25,18,0,16,12
9725,5,13,28,17,2,15,11
9750,6,13,29,18,1,16,11
9775,4,11,31,19,0,15,12
9800,4,12,34,19,1,16,12
9825,5,13,30,20,1,17,12
9850,7,14,27,19,2,17,11
9875,7,15,25,20,1,18,10
9900,6,12,29,19,2,17,10
9925,7,14,26,18,1,16,12
9950,5,16,27,16,2,17,9
9975,6,13,28,18,1,16,11
10000,6,11,30,19,1,16,12
10025,6,13,26,17,1,17,12
10050,7,12,26,20,1,17,12
10075,8,12,26,20,1,16,13
10100,9,12,23,18,1,16,13
10125,8,13,24,19,2,16,13
10150,7,15,21,17,1,17,14
10175,9,15,22,17,1,15,15
10200,8,11,25,18,1,16,14
10225,8,12,23,16,1,15,17
10250,8,12,23,16,2,16,17
10275,8,11,22,15,0,16,16
10300,7,11,29,16,0,16,13
10325,7,11,28,16,0,16,13
10350,7,8,31,18,1,17,11
10375,5,12,28,19,1,14,15
10400,8,10,29,19,1,16,12
10425,9,10,26,18,1,17,11
10450,7,13,26,16,3,17,10
10475,7,13,24,16,3,15,13
10500,8,10,21,16,2,15,17
10525,9,11,21,15,1,15,17
10550,10,12,23,17,1,16,14
10575,9,13,23,16,0,17,14
10600,9,13,25,18,0,14,13
10625,7,10,24,18,0,17,14
10650,9,14,23,15,0,15,15
10675,10,9,23,16,1,15,16
10700,9,13,25,16,0,16,14
10725,7,13,25,17,0,16,14
10750,8,15,21,18,1,16,15
10775,6,13,25,20,0,16,15
10800,5,13,27,20,0,16,13
10825,8,11,24,20,0,16,15
10850,6,12,26,20,0,16,12
10875,7,13,24,18,1,16,13
10900,7,11,26,18,2,17,10
10925,7,11,25,22,2,17,12
10950,8,12,25,20,1,16,13
10975,9,11,26,21,2,17,12
11000,7,13,25,20,0,16,15
11025,9,15,22,17,1,16,13
11050,9,13,23,19,2,16,10
11075,8,11,24,18,1,16,13
11100,9,13,21,17,2,16,12
11125,9,12,21,18,1,16,13
11150,10,16,16,16,1,16,13
11175,11,9,18,15,1,15,18
11200,11,11,23,18,1,17,15
11225,11,12,20,17,1,16,15
11250,10,13,17,16,0,15,17
11275,10,14,19,18,1,17,13
11300,10,15,18,16,1,16,14
11325,9,15,18,15,1,15,14
11350,10,14,23,16,2,15,12
11375,10,14,19,17,1,14,16
11400,9,11,23,18,1,15,14
11425,8,15,19,17,1,15,15
11450,9,15,20,12,1,18,11
11475,10,13,19,17,2,16,14
11500,9,14,20,15,1,16,11
11525,8,14,19,14,1,18,13
11550,8,11,24,15,1,17,12
11575,9,12,27,15,2,18,8
11600,9,10,22,15,1,16,15
11625,9,15,22,13,1,16,13
11650,12,14,20,13,1,18,10
11675,10,13,20,15,1,16,14
11700,10,15,19,15,1,15,13
11725,11,12,20,17,1,16,15
11750,9,11,25,16,1,17,12
11775,8,9,24,16,0,15,18
11800,8,12,22,17,0,16,15
11825,9,12,22,16,0,17,12
11850,9,10,22,14,0,19,13
11875,10,11,22,16,0,17,12
11900,9,9,23,16,0,17,13
11925,9,14,22,14,2,18,11
11950,9,11,19,14,1,19,13
11975,7,13,23,18,1,17,13
12000,8,12,23,16,0,18,13
12025,9,9,26,16,1,18,10
12050,9,10,23,16,1,19,12
12075,9,13,24,16,1,18,10
12100,9,10,23,18,1,17,13
12125,9,12,22,16,1,16,12
12150,9,12,27,18,2,17,10
12175,9,13,27,14,1,17,9
12200,8,10,27,15,1,17,10
12225,9,12,24,14,1,15,13
12250,9,14,21,14,1,17,10
12275,10,12,27,15,1,15,10
12300,11,10,21,15,1,14,13
12325,11,13,15,14,1,15,13
12350,11,10,22,15,1,16,12
12375,10,10,27,16,1,17,10
12400,11,11,23,17,1,17,12
12425,12,12,24,18,1,16,10
12450,10,15,23,15,1,15,13
12475,11,12,26,13,1,16,11
