Frame,minor_groove,major_groove,DNA_backbone,DNA_gap,histone_tail,histone_core,interface
6025,15,18,22,13,0,10,11
6050,14,18,23,14,0,8,13
6075,15,21,23,11,0,9,9
6100,15,21,21,12,0,8,12
6125,15,23,18,11,0,9,10
6150,15,22,17,10,0,9,11
6175,16,21,21,10,2,9,10
6200,17,22,18,12,1,9,10
6225,16,23,18,10,1,10,8
6250,15,25,18,12,1,9,9
6275,15,26,17,11,0,10,8
6300,13,24,20,10,0,10,9
6325,15,23,19,12,0,10,8
6350,16,23,17,12,0,9,8
6375,16,22,21,11,2,10,7
6400,15,21,16,11,0,11,9
6425,16,23,17,10,1,11,7
6450,14,22,20,8,0,9,10
6475,13,25,18,11,0,9,10
6500,13,22,17,10,2,10,8
6525,12,20,20,10,1,10,9
6550,14,22,20,9,2,9,9
6575,15,21,17,12,1,10,7
6600,14,18,18,12,2,10,8
6625,14,19,19,12,0,9,10
6650,16,18,18,12,0,10,10
6675,15,18,17,12,2,9,9
6700,17,21,16,10,3,9,7
6725,16,20,22,12,3,9,5
6750,14,21,23,11,1,9,7
6775,16,21,16,11,1,10,7
6800,15,22,16,10,1,11,6
6825,16,22,17,10,1,11,6
6850,17,22,15,9,1,11,7
6875,16,21,19,10,1,11,6
6900,17,22,15,9,2,11,5
6925,17,21,13,9,1,11,6
6950,17,22,16,9,1,11,6
6975,17,20,17,9,1,11,5
7000,17,20,12,8,1,12,5
7025,16,21,16,7,1,11,6
7050,15,21,14,8,1,11,6
7075,15,22,17,8,2,10,5
7100,13,21,16,9,1,12,5
7125,15,18,18,7,1,11,6
7150,15,20,16,9,1,13,4
7175,15,18,18,8,0,12,7
7200,14,18,20,7,1,12,4
7225,15,18,17,8,1,12,6
7250,15,18,20,9,0,13,6
7275,15,21,18,10,0,12,5
7300,13,19,20,8,0,11,8
7325,14,19,18,8,0,12,8
7350,14,18,17,10,1,12,8
7375,13,20,22,9,1,11,5
7400,16,20,18,10,3,10,5
7425,14,20,19,11,2,11,8
7450,14,22,16,9,2,9,8
7475,13,19,17,9,0,10,10
7500,16,18,22,9,1,9,6
7525,15,23,17,9,1,9,8
7550,16,21,18,9,0,11,6
7575,15,22,17,8,1,9,7
7600,15,24,18,9,1,9,7
7625,16,23,17,9,1,9,7
7650,14,24,17,9,1,9,7
7675,12,23,21,10,1,9,8
7700,12,25,21,8,1,9,7
7725,12,26,20,10,2,10,6
7750,11,26,18,4,2,9,10
7775,13,25,19,7,2,10,7
7800,11,26,18,9,3,10,8
7825,12,24,19,4,3,9,10
7850,11,24,25,6,2,9,8
7875,11,27,19,7,2,10,7
7900,11,26,21,10,2,10,8
7925,12,26,19,10,2,9,8
7950,12,23,19,11,2,10,8
7975,12,23,23,12,1,11,7
8000,12,24,22,9,2,10,6
8025,12,23,22,9,1,9,7
8050,15,22,18,11,2,10,9
8075,15,21,22,13,2,10,8
8100,16,23,21,10,4,11,6
8125,16,24,16,9,2,10,12
8150,16,23,22,9,2,10,8
8175,15,23,21,9,3,10,8
8200,16,23,21,9,3,10,8
8225,15,24,22,9,3,10,8
8250,13,21,20,11,3,10,9
8275,13,21,22,9,3,10,11
8300,15,22,22,10,2,11,10
8325,16,21,21,11,2,12,8
8350,15,19,26,9,3,11,9
8375,16,20,23,9,4,12,7
8400,15,22,19,11,4,13,9
8425,14,25,20,7,2,13,8
8450,17,24,17,8,3,13,8
8475,15,23,16,8,2,12,9
8500,14,22,23,10,3,13,9
8525,16,24,20,9,3,12,7
8550,18,22,18,10,4,12,7
8575,17,22,19,10,4,12,8
8600,15,23,20,12,2,12,9
8625,17,22,19,11,2,11,10
8650,17,21,19,13,3,12,10
8675,16,23,21,12,2,12,9
8700,16,24,18,11,2,13,8
8725,15,22,21,12,3,13,8
8750,15,23,19,13,3,12,12
8775,15,23,21,12,3,13,9
8800,16,21,20,12,3,13,11
8825,14,21,21,11,3,12,13
8850,14,21,21,9,3,13,10
8875,13,22,22,9,2,12,11
8900,13,24,25,11,3,12,11
8925,15,24,22,10,5,13,8
8950,15,23,21,13,4,12,10
8975,14,23,22,13,4,12,10
9000,14,24,21,14,3,12,9
9025,15,25,21,10,4,12,10
9050,15,24,18,12,3,12,11
9075,14,26,15,10,3,12,12
9100,14,27,16,6,4,11,11
9125,14,24,17,8,3,11,13
9150,13,25,15,11,4,12,14
9175,14,27,15,7,4,12,11
9200,14,24,16,7,5,12,11
9225,14,23,19,9,5,11,10
9250,14,27,15,7,5,11,8
9275,15,24,17,8,4,11,10
9300,15,27,15,9,4,13,8
9325,14,26,17,8,4,14,8
9350,12,26,18,8,4,11,12
9375,12,26,12,9,3,14,13
9400,14,25,17,10,2,14,9
9425,13,25,16,10,4,13,8
9450,13,24,19,12,4,12,9
9475,15,24,17,11,4,13,7
9500,15,24,18,11,3,14,10
9525,16,24,14,8,4,13,13
9550,15,23,17,9,4,12,12
9575,17,24,17,7,3,14,9
9600,17,23,21,10,3,13,10
9625,17,25,20,11,4,12,9
9650,17,25,16,6,5,14,8
9675,17,25,16,8,3,16,10
9700,17,28,13,10,3,15,10
9725,16,25,13,10,4,14,10
9750,15,25,18,10,3,13,11
9775,17,27,18,8,3,14,9
9800,16,26,15,10,5,15,9
9825,16,24,17,10,3,13,12
9850,15,24,19,9,3,12,13
9875,17,25,18,8,3,14,11
9900,16,29,18,6,3,12,10
9925,15,26,18,7,4,12,10
9950,16,23,20,6,4,12,9
9975,15,23,19,6,4,13,12
10000,16,23,18,7,2,13,12
10025,17,23,15,8,3,12,13
10050,16,23,17,7,4,14,11
10075,15,23,19,6,3,12,14
10100,17,22,17,7,4,13,14
10125,15,24,17,9,3,13,12
10150,14,23,20,8,5,14,12
10175,13,23,23,9,4,13,12
10200,13,26,18,10,4,13,13
10225,15,28,17,8,5,13,10
10250,14,28,16,9,5,14,10
10275,12,26,18,11,4,14,12
10300,13,27,22,11,5,14,6
10325,12,26,24,13,5,14,9
10350,13,26,25,11,7,14,8
10375,13,25,20,11,5,15,8
10400,12,26,23,14,6,17,7
10425,15,26,22,13,4,14,11
10450,14,25,27,11,4,13,10
10475,14,25,25,12,4,14,11
10500,14,27,26,12,4,14,6
10525,15,25,25,10,5,15,6
10550,15,27,22,13,5,15,7
10575,15,27,24,10,4,16,6
10600,14,25,23,10,5,14,8
10625,14,23,25,11,5,13,7
10650,16,23,25,7,5,13,9
10675,16,23,23,9,4,13,8
10700,17,25,24,8,6,14,5
10725,15,24,21,8,5,15,9
10750,13,26,23,8,5,15,8
10775,14,22,24,11,4,16,9
10800,15,22,23,8,4,15,12
10825,15,24,26,9,4,14,9
10850,15,24,26,7,4,14,10
10875,12,27,27,8,5,15,6
10900,12,22,34,8,5,14,7
10925,15,27,29,10,5,12,7
10950,14,25,26,9,3,13,11
10975,15,25,30,10,2,14,9
11000,14,25,25,12,5,15,7
11025,15,26,24,10,2,13,12
11050,16,26,22,10,6,14,7
11075,16,27,18,11,2,13,13
11100,15,28,17,9,4,13,12
11125,14,25,21,12,3,15,13
11150,12,27,20,10,3,14,12
11175,13,27,19,14,4,12,12
11200,13,26,25,13,2,13,15
11225,14,25,24,11,2,12,14
11250,14,23,26,12,2,14,14
11275,16,23,24,11,3,12,12
11300,14,25,25,9,3,13,12
11325,12,26,20,12,2,17,12
11350,12,25,25,12,2,16,11
11375,13,24,26,10,2,14,13
11400,13,23,27,12,2,13,14
11425,14,23,21,13,3,15,14
11450,13,23,24,10,2,14,12
11475,13,22,26,10,2,14,12
11500,14,24,20,11,4,15,12
11525,13,23,21,13,3,15,13
11550,14,24,22,10,4,16,10
11575,15,24,21,11,4,15,14
11600,16,22,21,10,3,14,15
11625,16,24,21,9,3,14,14
11650,16,23,19,9,2,13,15
11675,15,23,23,12,2,13,15
11700,15,24,21,10,3,13,13
11725,14,22,21,11,3,14,15
11750,14,22,22,10,2,15,13
11775,14,24,20,11,2,14,13
11800,17,22,22,8,3,14,12
11825,15,24,20,11,2,14,11
11850,15,24,23,9,3,14,11
11875,15,26,20,6,2,14,11
11900,14,23,21,8,1,13,13
11925,13,24,20,9,3,13,13
11950,13,24,20,10,3,13,14
11975,13,23,21,8,2,13,14
12000,15,25,19,9,3,13,13
12025,14,26,17,10,2,13,14
12050,15,26,18,9,3,13,13
12075,14,23,23,10,3,13,13
12100,13,23,24,12,3,13,14
12125,13,24,26,11,3,13,13
12150,14,23,23,10,2,13,13
12175,15,23,19,12,3,16,11
12200,14,23,21,12,1,15,15
12225,15,25,18,13,2,15,13
12250,13,25,24,12,1,15,12
12275,16,23,22,12,3,17,12
12300,16,26,22,10,4,15,8
12325,17,27,16,12,5,14,9
12350,16,26,20,11,5,15,9
12375,15,28,20,6,1,14,12
12400,15,26,22,9,3,14,11
12425,17,27,19,12,1,15,12
12450,18,27,18,10,1,14,15
12475,17,27,23,9,2,14,13
